date,ZOMATO,ACI,ADANIENT,ADANIPORTS,AEROFLEX,AETHER,AVALON,AXISBANK,BAJFINANCE,BANDHANBNK,BHEL,CASTROLIND,CDSL,CLEAN,COALINDIA,DATAPATTNS,DCXINDIA,DMART,FEDERALBNK,HAL,HAPPSTMNDS,HDFCBANK,HFCL,IDFCFIRSTB,IEX,INDIGO,INOXINDIA,IRCTC,IREDA,IRFC,JIOFIN,KELLTONTEC,KOTAKBANK,LATENTVIEW,MAZDOCK,MCX,MTARTECH,NEWGEN,PPL,PREMIERENE,PRINCEPIPE,RTNPOWER,RVNL,SBICARD,SBIN,SONACOMS,SPANDANA,SWIGGY,SYNGENE,TATACONSUM,TATAELXSI,TATAPOWER,UJJIVANSFB,VBL,VINCOFE,WAAREERTL,WHIRLPOOL
2022-12-07,64.45,514.75,3999.3,886.75,,914.45,,914.65,6625.2,246.7,87.15,128.4,1221.45,1544.1,229.75,1291.1,251.75,4083.15,132.1,2726.65,961.1,1610.45,83.7,59.3,146.2,1973.15,,717.3,,33.05,,,1911.45,358.85,869.65,1566.5,1737.15,367.3,170.3,,619.1,4.25,70.45,811.45,607.05,460.1,559.2,,590.05,799.35,6836.7,225.85,30.05,1308.9,,,1512.55
2022-12-08,63.8,527.9,4025.0,892.9,,902.35,,939.35,6581.95,251.5,87.45,131.2,1229.6,1574.65,230.4,1291.75,249.4,4037.2,135.75,2753.0,956.05,1619.5,83.2,59.7,148.25,2019.25,,720.65,,32.2,,,1897.0,360.65,906.3,1581.7,1710.8,365.2,169.9,,618.7,4.2,70.65,814.55,611.65,448.9,587.15,,586.65,804.2,6830.35,225.05,31.75,1366.75,,,1523.3
2022-12-09,64.15,521.2,3996.8,890.75,,902.6,,933.7,6517.45,246.95,85.5,130.7,1210.2,1554.55,228.85,1274.15,242.25,4002.4,133.85,2720.35,934.2,1631.05,84.95,58.6,145.1,1992.05,,722.15,,31.05,,,1888.05,354.95,882.55,1564.9,1679.45,357.45,170.4,,615.95,4.1,67.35,801.4,616.5,438.15,596.75,,585.4,803.3,6745.75,219.4,30.65,1410.25,,,1516.8
2022-12-12,64.4,533.95,4016.7,881.3,,891.7,,938.65,6506.5,246.9,86.75,131.95,1188.2,1531.75,232.4,1277.4,233.75,4057.35,134.0,2713.4,923.2,1643.75,85.55,59.1,144.3,2053.95,,723.9,,33.4,,,1865.75,353.6,883.2,1582.95,1708.45,351.65,167.35,,615.1,4.15,70.7,803.75,613.05,437.35,614.95,,591.5,810.05,6692.25,217.7,30.25,1376.25,,,1508.55
2022-12-13,64.6,530.45,4060.2,894.8,,889.15,,944.6,6620.1,251.65,85.65,134.1,1199.7,1527.25,231.55,1270.25,225.75,4108.95,136.25,2708.0,924.05,1648.3,84.05,60.15,146.9,2030.45,,722.85,,33.8,,,1868.5,352.85,887.35,1644.35,1710.7,350.7,168.25,,620.2,4.15,72.55,798.05,616.75,449.9,619.5,,579.95,807.6,6632.6,218.85,32.7,1373.25,,,1515.05
2022-12-14,65.0,517.3,4055.8,900.55,,889.55,,942.4,6655.2,251.35,85.6,132.9,1200.65,1534.3,232.15,1261.75,229.0,4201.1,136.75,2683.65,924.35,1662.25,82.95,62.7,148.2,2015.7,,734.9,,33.95,,,1873.2,352.35,879.25,1660.1,1704.15,352.25,168.15,,620.65,4.3,74.0,799.55,625.5,479.2,632.3,,580.55,815.45,6621.2,222.7,32.55,1388.85,,,1509.5
2022-12-15,64.15,513.15,4043.75,883.95,,887.1,,938.15,6625.4,251.05,83.95,130.55,1192.1,1519.95,228.2,1231.5,227.9,4182.0,137.85,2603.8,924.1,1631.8,81.25,62.6,147.95,2015.0,,689.05,,32.9,,,1863.2,350.7,863.85,1647.6,1681.0,371.55,167.15,,619.15,4.2,72.8,798.65,615.95,463.8,628.4,,578.2,804.9,6550.35,221.8,32.2,1383.15,,,1500.15
2022-12-16,62.15,508.6,3980.8,860.45,,879.5,,935.1,6596.9,247.3,80.8,129.35,1202.25,1515.9,224.65,1205.15,241.55,3990.0,136.05,2586.45,937.45,1639.65,79.2,61.95,144.85,1962.4,,672.15,,32.1,,,1840.55,347.1,832.4,1644.3,1641.3,371.65,165.4,,628.25,4.15,70.15,790.85,603.35,452.5,610.35,,578.0,801.55,6429.4,217.35,31.8,1396.65,,,1488.3
2022-12-19,62.15,510.3,4075.3,892.85,,884.4,,946.2,6687.0,245.05,83.8,128.6,1197.25,1492.8,227.3,1238.6,240.55,4090.2,136.85,2644.4,940.55,1644.75,79.05,62.5,144.8,2027.1,,676.8,,32.85,,,1858.15,342.75,841.6,1658.55,1635.7,369.9,161.55,,614.4,4.25,70.05,796.45,604.45,458.25,620.3,,575.3,808.85,6353.3,216.8,30.95,1413.9,,,1496.4
2022-12-20,62.85,510.45,4165.3,884.25,,886.2,,949.75,6642.85,243.35,84.0,128.7,1187.85,1495.95,226.1,1231.4,239.75,4089.55,134.95,2656.45,924.4,1633.4,79.55,61.45,143.9,2063.8,,674.15,,35.65,,,1847.1,348.45,878.7,1644.15,1653.55,372.65,163.05,,602.85,4.15,73.55,796.1,604.45,453.3,600.65,,573.5,808.3,6314.25,217.85,30.7,1391.3,,,1507.45
2022-12-21,61.35,499.1,3901.95,857.65,,871.3,,932.3,6526.7,243.15,81.15,124.6,1161.35,1476.6,223.85,1164.5,230.1,3993.2,130.9,2582.05,908.1,1617.6,75.7,58.95,141.1,2016.25,,653.55,,32.3,,,1814.6,340.45,843.4,1594.05,1591.15,361.6,157.75,,580.35,4.05,69.9,791.65,593.4,435.9,570.65,,578.3,802.6,6202.6,213.8,29.35,1371.15,,,1495.75
2022-12-22,58.95,495.4,3868.55,856.9,,858.5,,919.55,6490.65,231.75,78.9,121.35,1125.85,1461.4,222.7,1121.3,215.0,3921.55,127.95,2524.5,888.2,1612.05,72.0,56.95,138.4,1977.1,,640.95,,31.25,,,1826.05,332.0,791.5,1577.7,1558.55,360.75,161.55,,571.2,3.9,66.45,786.85,593.4,423.15,544.35,,574.7,798.65,6050.8,208.9,27.25,1380.55,,,1488.9
2022-12-23,53.65,486.5,3642.2,794.1,,818.35,,906.6,6374.6,226.5,73.95,116.75,1087.65,1417.15,215.05,1014.85,200.45,3875.6,122.45,2439.65,848.25,1597.65,66.4,53.0,130.2,1914.25,,607.25,,27.85,,,1821.95,345.35,700.35,1545.05,1513.5,350.25,158.45,,552.2,3.85,63.15,771.25,574.0,400.55,520.95,,578.9,779.0,5837.6,196.9,26.15,1287.6,,,1474.65
2022-12-26,58.15,492.5,3716.75,806.05,,835.2,,928.7,6433.7,233.75,76.85,119.9,1114.1,1445.65,220.75,1042.05,207.05,4036.6,130.75,2527.15,873.0,1629.45,71.35,55.65,136.6,1958.3,,622.05,,30.35,,,1813.55,362.1,804.15,1572.75,1582.1,357.85,161.95,,568.95,3.95,63.7,792.7,597.1,410.7,533.0,,574.95,775.3,6252.65,203.15,28.15,1352.7,,,1485.85
2022-12-27,58.95,516.75,3769.65,817.15,,841.45,,932.2,6504.7,236.95,77.7,121.9,1111.65,1459.85,221.25,1105.8,210.75,4074.6,132.95,2522.1,882.0,1631.1,73.4,55.95,138.5,2027.75,,633.1,,32.1,,,1820.9,365.85,821.75,1556.8,1590.3,363.2,162.65,,569.25,3.9,63.55,799.25,601.9,424.15,544.1,,574.6,777.85,6431.65,207.7,27.95,1318.9,,,1487.65
2022-12-28,60.15,524.15,3797.7,810.35,,843.5,,924.7,6476.1,233.0,77.2,124.25,1118.45,1466.55,223.2,1062.9,228.05,4017.75,133.65,2525.05,881.8,1629.8,73.9,55.85,139.6,2015.2,,638.75,,32.5,,,1820.1,371.6,799.65,1554.1,1607.85,360.1,162.1,,581.6,3.95,66.7,794.95,601.05,418.9,548.95,,580.8,780.15,6332.05,208.25,28.4,1323.45,,,1488.8
2022-12-29,60.85,526.55,3810.6,819.55,,840.25,,934.55,6510.9,236.0,78.85,124.15,1118.6,1478.85,221.65,1100.75,219.6,4178.3,137.65,2506.55,875.2,1641.3,73.55,56.75,139.6,2015.65,,633.05,,32.7,,,1818.75,370.65,789.2,1551.1,1612.0,355.2,162.75,,595.35,3.95,68.55,785.15,611.8,416.35,561.5,,577.5,776.1,6256.4,205.85,28.5,1357.2,,,1484.85
2022-12-30,59.3,526.25,3858.35,818.1,,839.15,,933.75,6575.2,234.2,79.2,123.15,1115.3,1490.05,225.05,1095.55,224.65,4068.75,139.05,2531.25,881.2,1628.15,73.7,58.8,140.0,2007.7,,639.7,,32.55,,,1827.25,371.2,793.15,1554.2,1617.5,360.2,163.35,,596.25,3.95,68.25,795.5,613.7,419.5,588.1,,585.55,766.95,6285.9,207.7,29.0,1322.55,,,1497.1
2023-01-02,60.3,525.25,3841.2,822.3,,848.1,,941.6,6553.75,240.15,80.15,125.15,1155.75,1490.5,224.75,1121.75,224.35,4072.75,137.7,2540.5,884.15,1628.7,75.6,61.15,142.25,2042.75,,642.35,,32.9,,,1825.05,369.8,788.15,1457.7,1627.8,362.15,166.55,,592.35,4.0,68.55,794.85,612.2,419.2,580.1,,579.75,762.3,6300.4,211.85,29.9,1333.1,,,1496.05
2023-01-03,58.95,525.45,3830.95,820.45,,849.85,,962.3,6606.25,240.55,80.35,125.7,1153.2,1488.9,224.1,1138.95,223.0,4060.9,137.75,2539.05,887.4,1639.35,76.65,61.35,142.65,2040.95,,644.05,,33.85,,,1832.85,370.45,834.15,1478.0,1600.5,375.75,166.05,,598.0,4.0,71.95,792.4,612.4,415.45,603.95,,590.1,767.15,6416.65,211.35,30.85,1306.7,,,1515.5
2023-01-04,56.35,532.95,3827.05,810.0,,845.05,,957.45,6571.0,240.1,79.2,127.0,1134.6,1491.9,217.15,1149.1,210.35,3924.2,136.4,2481.95,884.15,1610.05,74.45,60.2,140.5,2003.1,,635.2,,33.25,,,1820.75,366.25,808.9,1478.6,1616.3,368.25,164.0,,586.3,4.0,73.4,784.0,605.2,410.3,588.45,,590.6,762.25,6369.55,208.1,30.2,1308.55,,,1505.75
2023-01-05,56.2,558.75,3829.8,819.6,,848.5,,949.55,6100.05,240.5,81.95,128.0,1127.75,1474.05,218.15,1171.85,215.6,3857.8,136.7,2511.7,880.05,1599.7,74.4,60.35,140.45,2037.55,,637.15,,32.75,,,1820.3,374.55,814.4,1461.95,1619.05,363.8,162.6,,590.05,4.0,72.05,779.55,605.1,415.0,587.9,,591.3,763.85,6287.45,207.6,30.05,1308.85,,,1512.15
2023-01-06,55.25,562.3,3824.25,806.1,,842.25,,939.9,5980.4,242.35,81.75,125.6,1117.3,1458.2,214.25,1164.15,212.7,3842.5,134.6,2500.4,873.45,1594.4,72.75,59.5,139.15,2020.0,,636.25,,32.7,,,1786.8,372.3,802.85,1444.0,1623.7,362.0,162.4,,593.2,3.9,72.45,774.2,600.65,417.5,566.15,,596.1,761.35,6193.9,205.4,29.3,1300.9,,,1501.0
2023-01-09,56.0,562.5,3855.3,816.65,,881.15,,958.75,5993.35,247.25,81.45,124.1,1106.3,1460.25,214.95,1166.45,212.95,3879.55,135.65,2495.9,877.3,1597.5,72.3,59.7,141.4,2024.2,,639.6,,32.7,,,1811.9,372.4,809.5,1437.85,1607.95,366.55,162.75,,596.55,3.95,72.15,782.1,607.7,422.5,557.7,,601.05,766.95,6232.0,206.2,29.65,1308.75,,,1492.75
2023-01-10,54.7,559.15,3646.9,796.4,,863.2,,952.15,5904.15,246.05,79.85,125.85,1102.35,1458.05,216.75,1152.9,209.1,3877.4,135.25,2479.35,880.95,1568.3,72.35,58.8,141.7,2044.15,,636.95,,32.15,,,1795.55,370.2,790.1,1456.7,1616.15,364.8,160.75,,591.2,3.85,70.35,782.0,595.15,447.45,555.0,,612.8,769.25,6199.8,206.05,29.3,1287.3,,,1486.1
2023-01-11,54.35,570.1,3635.8,796.45,,866.5,,949.75,5895.75,244.45,81.0,125.45,1096.2,1459.15,213.4,1170.7,217.05,3872.9,134.65,2464.65,878.0,1590.9,73.15,59.8,141.85,2107.35,,640.75,,32.15,,,1801.85,368.2,787.45,1481.75,1623.75,363.05,162.7,,582.6,3.85,72.2,778.1,596.7,427.2,562.65,,620.8,759.3,6216.8,205.85,29.05,1225.05,,,1482.65
2023-01-12,53.75,572.4,3647.2,792.95,,859.95,,935.55,5898.4,239.25,80.0,124.45,1078.65,1470.3,213.9,1161.4,215.3,3911.8,135.05,2448.85,884.35,1599.4,72.4,59.6,141.4,2105.05,,640.65,,32.75,,,1779.5,368.75,788.75,1508.6,1671.1,362.4,163.0,,576.55,3.85,75.8,780.25,594.9,428.45,588.7,,612.55,754.25,6196.65,205.7,28.85,1187.1,,,1480.7
2023-01-13,53.25,615.6,3721.15,794.65,,864.3,,934.15,5977.8,238.0,80.7,123.65,1077.65,1462.65,215.1,1225.75,217.0,3863.7,138.45,2462.75,884.7,1600.65,73.65,60.2,141.65,2117.4,,641.5,,33.95,,,1780.3,366.8,780.35,1604.7,1687.15,382.55,163.3,,591.35,3.95,79.55,787.35,600.1,425.65,581.6,,617.4,752.9,6242.25,206.45,28.65,1135.75,,,1448.4
2023-01-16,52.7,628.75,3619.8,787.05,,888.75,,913.15,6010.9,240.65,79.75,122.85,1070.45,1438.75,213.75,1246.65,213.7,3678.35,140.3,2477.6,882.1,1585.3,72.8,60.55,140.75,2100.15,,640.05,,33.15,,,1784.8,370.6,771.25,1598.4,1691.0,404.6,163.1,,588.2,4.0,76.8,774.8,603.0,420.55,568.15,,606.4,747.25,6252.85,206.95,28.9,1207.35,,,1475.45
2023-01-17,50.15,609.8,3639.35,784.75,,869.7,,917.7,5984.95,240.15,79.8,123.9,1060.75,1435.9,213.1,1253.45,214.4,3689.8,138.0,2457.6,883.95,1608.9,71.35,59.2,139.9,2081.25,,641.15,,32.7,,,1797.65,370.0,766.95,1623.8,1688.6,397.8,163.9,,582.5,3.95,74.45,766.3,592.95,418.35,569.2,,603.95,750.05,6254.75,207.7,29.25,1210.3,,,1440.85
2023-01-18,51.0,617.4,3596.7,786.5,,870.95,,924.0,5998.65,239.9,80.9,122.15,1056.8,1431.45,216.85,1242.5,212.65,3648.6,136.7,2434.7,881.45,1637.3,72.1,59.3,139.5,2084.25,,640.15,,33.05,,,1799.1,367.55,761.95,1616.4,1690.6,408.3,162.2,,591.6,3.9,78.15,765.1,591.45,420.25,576.7,,612.3,750.5,6262.9,207.5,28.8,1217.3,,,1440.4
2023-01-19,51.1,602.4,3463.55,776.05,,873.95,,928.7,6012.45,236.25,80.0,121.1,1053.95,1428.3,223.95,1240.95,213.55,3565.1,136.0,2452.75,866.95,1644.1,71.7,59.4,138.5,2122.8,,640.3,,33.15,,,1767.3,366.95,737.95,1601.05,1681.3,410.9,162.45,,590.3,3.9,77.2,769.15,589.85,414.05,575.35,,602.35,738.5,6301.65,205.3,29.55,1224.55,,,1440.4
2023-01-20,51.45,605.3,3456.15,774.45,,894.9,,930.55,5860.4,237.15,80.8,120.25,1052.3,1421.5,227.0,1249.4,212.2,3513.75,134.25,2509.5,849.5,1660.95,71.65,59.35,135.7,2099.85,,641.45,,33.1,,,1762.9,373.95,767.4,1574.0,1671.55,415.45,163.3,,590.5,3.95,76.75,752.45,592.2,407.95,575.15,,605.15,738.45,6378.3,207.2,29.3,1232.65,,,1423.9
2023-01-23,51.0,617.8,3436.35,769.05,,929.35,,932.7,5863.0,247.95,80.2,119.6,1057.95,1374.0,230.1,1210.6,211.7,3434.0,136.0,2524.45,825.35,1673.1,71.7,59.3,138.7,2121.8,,642.8,,32.85,,,1783.75,383.2,773.55,1564.1,1680.6,412.45,163.05,,601.75,3.85,76.15,767.15,600.45,417.75,576.55,,605.2,742.45,6655.45,207.0,28.35,1236.85,,,1428.95
2023-01-24,52.1,622.8,3442.0,761.2,,906.45,,910.2,5855.05,248.35,78.55,118.45,1046.7,1377.75,227.6,1219.25,210.7,3513.5,135.0,2544.1,876.7,1695.5,71.05,58.8,138.75,2102.35,,643.2,,32.6,,,1760.25,376.55,758.4,1564.5,1683.5,423.05,163.2,,599.95,3.85,75.45,745.0,594.35,432.6,575.05,,581.05,740.9,6698.85,205.85,28.1,1248.55,,,1429.85
2023-01-25,47.75,639.05,3388.95,713.15,,894.05,,892.35,5795.9,244.95,76.7,121.2,1028.0,1375.45,226.15,1200.15,207.4,3515.1,132.25,2521.1,862.8,1648.65,70.5,56.9,136.9,2109.25,,627.55,,31.95,,,1749.8,371.05,738.05,1541.1,1668.9,422.95,163.0,,598.2,3.75,75.7,715.1,568.7,455.0,563.9,,572.0,740.05,6597.2,201.45,27.9,1239.65,,,1409.7
2023-01-27,46.95,621.3,2761.45,596.95,,877.5,,873.75,5760.7,240.2,73.25,119.45,1014.9,1367.7,222.4,1163.4,198.65,3562.35,132.0,2465.0,846.65,1615.8,67.95,55.7,134.25,2094.05,,611.85,,31.3,,,1713.1,369.95,721.15,1498.1,1658.05,418.8,162.6,,603.7,3.65,72.9,699.35,539.95,451.6,535.7,,566.4,735.25,6664.35,202.35,27.5,1242.55,,,1392.4
2023-01-30,47.4,626.9,2892.85,597.0,,895.05,,871.85,6021.8,241.9,74.05,118.4,1015.9,1335.95,225.85,1292.1,191.7,3546.3,133.05,2471.4,833.6,1614.15,67.7,56.4,135.35,2083.75,,624.85,,31.2,,,1726.25,372.25,763.25,1507.4,1637.55,426.4,163.25,,604.8,3.65,72.5,716.4,538.2,441.65,559.3,,567.4,735.65,6578.15,204.35,27.65,1194.55,,,1412.75
2023-01-31,49.75,650.45,2973.9,612.65,,890.55,,871.6,5886.4,244.2,78.4,117.85,1041.65,1376.15,224.85,1392.5,192.9,3502.3,134.45,2552.85,846.1,1603.5,69.3,58.2,138.6,2124.25,,636.6,,33.05,,,1731.0,369.05,793.25,1514.6,1737.55,427.1,165.0,,622.7,3.8,76.1,722.85,553.5,450.0,568.75,,562.3,729.5,6632.7,212.9,28.75,1146.25,,,1391.1
2023-02-01,48.15,632.85,2135.35,495.15,,879.1,,857.25,5817.2,237.05,75.6,118.15,1021.7,1376.4,220.65,1361.7,180.45,3551.35,131.35,2364.35,833.65,1627.55,68.3,56.5,136.75,2084.9,,628.05,,31.5,,,1744.7,363.15,744.85,1490.4,1691.2,418.2,163.95,,611.05,3.75,72.65,739.7,527.35,456.55,559.55,,566.45,740.8,6597.15,205.85,28.65,1172.85,,,1344.5
2023-02-02,47.5,648.35,1565.25,462.45,,875.1,,868.45,5717.65,226.85,75.6,118.35,1008.5,1481.9,217.65,1402.9,175.2,3502.9,133.3,2356.75,840.35,1603.35,69.05,59.6,138.75,2124.85,,630.2,,31.55,,,1761.75,359.4,768.8,1469.9,1677.35,436.3,163.05,,614.25,3.7,73.8,737.35,528.1,451.1,558.95,,562.35,737.15,6588.25,206.3,29.6,1153.95,,,1260.1
2023-02-03,48.75,651.95,1586.8,498.85,,871.15,,882.6,6014.25,227.7,74.95,116.5,1009.9,1490.2,218.9,1452.4,176.9,3470.35,133.4,2339.9,839.55,1658.8,67.6,58.8,138.25,2097.7,,627.45,,31.15,,,1780.3,358.15,743.45,1509.0,1695.5,435.1,160.1,,616.4,3.65,72.3,754.05,544.2,444.8,563.35,,566.7,726.6,6571.15,205.3,29.5,1154.9,,,1260.8
2023-02-06,47.75,660.6,1572.7,545.45,,873.65,,882.65,6104.2,236.25,74.65,118.25,1009.85,1483.35,219.6,1481.15,189.4,3441.5,132.9,2402.8,843.35,1651.75,68.85,59.75,139.55,2071.55,,634.85,,30.2,,,1747.0,364.7,744.15,1425.15,1698.5,446.9,162.6,,610.9,3.65,71.35,756.5,545.4,471.4,557.5,,561.85,729.75,6669.2,208.55,29.45,1221.85,,,1262.9
2023-02-07,49.35,664.75,1802.95,553.15,,880.6,,879.1,6160.55,234.95,75.1,119.4,1001.15,1451.45,219.7,1503.5,183.25,3440.9,131.0,2426.7,833.9,1654.2,67.95,59.9,138.05,2025.4,,636.45,,29.9,,,1775.4,360.55,740.4,1392.95,1704.95,430.2,161.35,,611.9,3.65,71.85,750.7,547.1,458.0,554.15,,550.95,728.2,6692.5,206.3,29.6,1304.1,,,1253.85
2023-02-08,54.3,633.2,2164.25,599.25,,895.6,,871.75,6351.65,239.05,76.1,119.95,989.7,1463.35,215.5,1491.0,180.75,3458.6,131.35,2433.85,837.85,1654.0,67.9,59.5,138.1,2040.2,,641.3,,30.35,,,1765.5,361.05,734.2,1403.0,1712.5,444.15,161.25,,613.1,3.65,73.55,751.7,549.75,468.9,549.75,,561.6,724.4,6697.85,207.15,28.4,1310.5,,,1278.3
2023-02-09,54.4,624.95,1925.7,582.3,,899.25,,867.7,6455.0,242.05,76.35,119.7,1000.65,1492.85,214.55,1454.5,174.6,3482.05,129.95,2408.05,841.35,1650.55,68.75,58.75,135.65,2039.7,,651.45,,30.1,,,1770.9,369.8,718.75,1410.0,1706.65,441.1,160.95,,595.25,3.65,72.5,757.25,550.8,464.9,544.0,,571.1,721.95,6685.15,205.5,28.85,1273.7,,,1282.65
2023-02-10,53.3,645.2,1846.95,583.95,,898.85,,867.25,6435.5,244.3,75.4,119.25,1001.15,1489.9,211.5,1422.95,171.5,3498.85,131.45,2402.95,849.35,1657.1,69.4,58.1,134.95,2043.5,,644.15,,30.1,,,1772.05,364.2,722.9,1426.9,1726.05,448.1,160.5,,574.2,3.65,71.6,753.7,553.05,462.8,563.6,,566.5,726.6,6683.65,204.8,28.3,1271.8,,,1291.8
2023-02-13,51.8,676.65,1717.65,553.7,,878.95,,859.1,6345.5,237.05,71.55,120.0,990.2,1444.85,213.05,1402.45,163.65,3495.2,130.4,2446.9,837.45,1658.35,68.65,57.45,133.85,2048.55,,640.1,,29.95,,,1773.8,363.7,710.85,1415.2,1742.85,433.45,162.15,,579.15,3.6,69.25,742.5,537.5,452.7,583.2,,563.35,717.8,6571.95,203.6,27.5,1284.05,,,1290.05
2023-02-14,50.35,640.2,1749.7,565.1,,854.4,,870.75,6458.7,236.05,71.0,118.9,984.15,1455.85,211.75,1422.45,158.9,3482.7,129.75,2467.3,837.85,1673.7,67.95,57.25,133.4,2036.8,,642.05,,29.15,,,1770.35,362.7,713.0,1405.6,1730.1,430.2,161.15,,576.7,3.5,69.85,747.75,540.85,450.1,587.7,,563.3,721.0,6596.8,203.1,27.65,1261.3,,,1284.75
2023-02-15,50.25,654.55,1779.1,569.05,,860.85,,868.3,6489.95,242.3,71.75,119.35,988.1,1445.55,212.9,1395.5,153.05,3545.6,129.65,2482.55,835.7,1670.3,68.8,57.5,134.35,1986.05,,647.25,,29.8,,,1785.5,360.5,729.95,1348.55,1719.4,438.1,160.5,,575.3,3.55,70.75,756.4,542.25,461.3,586.75,,568.1,728.1,6649.95,205.25,27.2,1278.9,,,1306.75
2023-02-16,51.4,635.65,1796.6,577.2,,875.3,,864.75,6437.3,242.1,72.95,120.3,998.5,1465.15,215.45,1405.9,152.05,3541.7,130.25,2665.4,855.6,1664.25,68.55,57.0,136.15,1897.25,,649.25,,28.95,,,1787.95,359.75,759.45,1388.1,1743.0,442.3,157.45,,580.55,3.5,70.3,760.05,540.1,463.95,587.2,,572.2,732.6,6688.75,205.15,27.45,1274.6,,,1308.35
2023-02-17,51.8,638.45,1722.7,578.65,,899.9,,854.9,6416.7,235.0,72.4,121.05,1007.3,1439.05,217.5,1435.8,150.9,3545.0,127.1,2639.2,850.65,1655.9,67.8,55.9,135.45,1882.2,,649.9,,28.75,,,1759.25,356.95,758.75,1379.95,1764.85,444.9,158.95,,573.8,3.5,68.45,758.7,531.0,462.7,590.65,,567.45,726.25,6662.9,204.7,27.4,1283.2,,,1286.7
2023-02-20,54.6,623.35,1621.45,579.7,,900.2,,846.75,6367.4,235.65,71.65,120.1,995.0,1444.45,218.3,1348.1,170.6,3552.85,126.0,2587.15,905.55,1640.35,67.25,55.0,138.25,1881.75,,641.85,,28.5,,,1737.3,357.05,749.7,1378.5,1744.05,453.6,157.7,,575.7,3.4,66.35,757.1,525.15,472.05,578.9,,565.35,721.8,6666.9,203.8,27.3,1307.5,,,1296.7
2023-02-21,55.35,621.4,1571.1,583.2,,901.8,,844.05,6379.25,229.8,70.75,119.95,997.05,1431.9,214.05,1266.4,166.85,3525.6,127.35,2622.25,908.0,1646.5,66.7,54.6,144.05,1853.15,,642.55,,28.25,,,1730.2,358.1,745.05,1376.75,1714.35,455.05,157.05,,574.15,3.35,64.95,745.6,523.45,465.8,563.75,,575.6,726.2,6661.75,207.95,27.9,1324.5,,,1297.95
2023-02-22,52.95,624.8,1404.85,547.1,,880.95,,833.35,6198.65,228.0,68.8,118.65,997.55,1408.7,211.85,1286.75,164.35,3500.15,125.2,2559.55,876.3,1614.2,64.6,53.4,145.5,1834.85,,619.3,,27.9,,52.65,1700.55,353.35,714.9,1380.45,1681.15,448.2,156.7,,572.15,3.3,62.3,743.55,516.35,457.2,553.9,,579.3,721.45,6517.95,202.3,26.75,1306.75,,,1279.05
2023-02-23,54.95,632.45,1382.65,551.85,,880.75,,844.35,6202.35,229.1,68.95,119.55,994.35,1408.7,214.9,1243.75,160.8,3478.75,127.85,2540.95,867.15,1603.25,64.35,53.75,142.05,1865.0,,602.3,,27.75,,52.9,1707.15,351.65,711.0,1381.35,1676.8,446.25,155.55,,564.25,3.3,65.05,739.2,521.0,463.9,574.85,,584.7,716.1,6484.5,201.3,26.45,1300.7,,,1269.55
2023-02-24,54.45,634.3,1315.65,558.9,,877.5,,851.4,6236.25,228.8,68.4,118.55,991.2,1401.7,217.05,1224.9,159.45,3499.2,127.15,2533.75,861.2,1588.95,64.9,54.3,143.85,1853.25,,607.85,,27.85,,53.45,1697.3,350.15,715.05,1371.2,1685.4,451.55,152.65,,558.55,3.55,63.1,746.35,521.05,460.9,600.8,,566.45,716.15,6512.85,202.3,26.65,1291.55,,,1321.0
2023-02-27,53.6,629.2,1193.5,562.0,,875.05,,854.35,6194.5,227.4,67.1,117.05,979.8,1386.1,216.95,1202.95,156.8,3491.3,128.65,2573.35,848.6,1592.9,63.35,54.4,143.0,1838.05,,599.85,,27.1,,51.0,1725.95,347.6,704.2,1385.15,1655.45,436.15,152.6,,550.35,3.4,61.25,746.5,527.7,454.3,599.55,,571.9,710.3,6358.7,199.75,26.3,1286.95,,,1310.3
2023-02-28,53.5,629.7,1363.85,592.45,,874.7,,844.1,6112.1,230.9,69.8,114.75,989.4,1377.85,215.4,1305.9,161.2,3416.95,129.15,2574.3,856.05,1599.6,63.85,55.15,144.55,1856.35,,609.25,,26.95,,50.7,1729.25,346.15,719.55,1402.65,1696.85,438.05,151.95,,552.45,3.35,57.45,750.45,522.8,448.1,577.9,,580.75,715.3,6129.25,202.55,26.85,1300.75,,,1304.25
2023-03-01,54.95,634.9,1564.3,602.1,,873.4,,865.15,6154.85,235.15,72.8,115.15,992.85,1388.8,218.75,1336.95,165.9,3439.35,134.35,2684.25,857.15,1598.05,65.85,55.7,147.5,1843.7,,611.35,,27.3,,50.95,1744.9,346.25,739.45,1431.45,1724.4,461.1,152.1,,565.9,3.5,58.5,751.7,536.7,459.95,564.9,,586.85,715.25,6194.6,204.55,26.6,1343.9,,,1305.4
2023-03-02,54.55,648.2,1607.25,622.9,,874.7,,845.45,6083.0,234.3,74.8,115.5,988.0,1399.4,222.85,1318.05,172.75,3443.2,133.35,2710.55,850.15,1584.45,65.6,55.15,147.8,1853.4,,609.2,,28.5,,51.6,1721.7,344.35,724.75,1424.3,1735.2,460.25,151.1,,587.0,3.45,65.65,747.3,533.75,453.2,561.6,,576.55,707.35,6150.55,205.6,26.35,1342.25,,,1310.7
