date,ZOMATO,ACI,ADANIENT,ADANIPORTS,AEROFLEX,AETHER,AVALON,AXISBANK,BAJFINANCE,BANDHANBNK,BHEL,CASTROLIND,CDSL,CLEAN,COALINDIA,DATAPATTNS,DCXINDIA,DMART,FEDERALBNK,HAL,HAPPSTMNDS,HDFCBANK,HFCL,IDFCFIRSTB,IEX,INDIGO,INOXINDIA,IRCTC,IREDA,IRFC,JIOFIN,KELLTONTEC,KOTAKBANK,LATENTVIEW,MAZDOCK,MCX,MTARTECH,NEWGEN,PPL,PREMIERENE,PRINCEPIPE,RTNPOWER,RVNL,SBICARD,SBIN,SONACOMS,SPANDANA,SWIGGY,SYNGENE,TATACONSUM,TATAELXSI,TATAPOWER,UJJIVANSFB,VBL,VINCOFE,WAAREERTL,WHIRLPOOL
2022-03-30,85.05,,1995.25,767.4,,,,750.45,7251.85,300.2,50.2,100.0,1452.75,2013.55,182.9,723.5,,3973.4,97.05,1404.6,1075.25,1476.95,73.45,38.85,224.6,1989.35,,789.55,,21.5,,86.5,1763.1,434.25,240.1,1434.35,1766.2,481.75,152.45,,631.7,5.6,32.6,868.9,494.3,677.75,334.2,,599.0,765.85,8996.8,241.7,15.05,960.8,,,1578.05
2022-03-31,82.3,,2014.75,774.2,,,,761.15,7259.95,307.4,49.35,100.95,1480.35,1992.4,183.05,702.9,,4003.35,97.4,1484.9,1056.65,1470.35,78.7,39.7,224.7,2014.15,,774.7,,21.45,,84.05,1753.85,422.75,239.7,1415.45,1753.75,465.65,155.0,,634.25,5.35,32.7,851.7,493.55,679.45,331.9,,597.6,777.4,8840.15,238.65,14.8,941.3,,,1572.85
2022-04-01,84.3,,2043.65,785.75,,,,774.55,7408.1,320.3,53.85,103.3,1496.5,2016.45,186.15,746.5,,4082.2,101.6,1524.3,1084.4,1506.0,81.0,41.7,230.95,1998.6,,798.2,,21.5,,88.25,1776.65,442.55,251.45,1443.45,1752.65,481.9,157.9,,648.2,5.6,33.4,871.45,508.2,656.75,396.75,,597.3,789.8,8912.8,245.45,16.25,938.9,,,1603.65
2022-04-04,86.25,,2065.85,818.55,,,,784.1,7490.65,318.85,54.4,103.5,1512.2,2043.55,187.75,757.25,,4106.65,102.5,1560.95,1110.6,1656.8,82.0,43.65,238.95,2014.55,,832.7,,21.65,,92.65,1836.05,450.3,271.55,1451.5,1784.75,500.1,158.7,,683.45,5.8,33.8,876.15,512.4,663.0,429.3,,614.5,788.1,9009.7,251.95,18.0,952.25,,,1633.3
2022-04-05,83.9,,2139.85,848.05,,,,783.1,7388.45,315.35,56.05,104.25,1521.35,2030.7,187.9,767.9,,4109.7,98.25,1552.75,1136.8,1608.25,82.3,43.4,245.5,1986.4,,822.35,,22.15,,97.25,1802.2,515.7,274.25,1461.55,1780.7,505.6,157.6,,692.95,6.05,34.55,839.0,509.4,677.25,443.45,,614.15,806.65,8878.35,273.6,18.5,954.55,,,1675.45
2022-04-06,84.55,,2160.0,849.85,,,,773.7,7346.95,315.0,56.75,104.6,1502.95,1999.35,193.85,778.6,,4101.9,99.3,1547.8,1127.2,1550.85,83.6,43.45,246.35,1979.25,,791.95,,22.1,,102.1,1779.4,527.25,273.05,1469.85,1773.1,501.6,160.15,,720.1,6.35,34.25,854.1,513.95,667.95,458.05,,609.35,809.25,8893.65,289.8,18.1,973.45,,,1647.3
2022-04-07,82.5,,2099.05,817.4,,,,792.1,7290.2,315.8,56.55,105.55,1462.2,1990.2,190.75,811.65,,4159.7,98.45,1578.2,1145.4,1516.75,79.9,42.45,238.75,1980.4,,787.75,,22.3,,97.1,1766.45,503.25,275.65,1460.8,1793.4,497.45,159.7,,700.05,6.15,34.1,856.85,514.95,649.5,447.8,,610.15,804.9,8747.8,277.8,18.2,960.2,,,1659.0
2022-04-08,83.4,,2170.95,839.3,,,,794.9,7366.6,323.8,56.55,105.7,1460.05,1990.4,194.55,821.2,,4146.25,100.2,1620.2,1142.85,1514.65,81.0,41.9,241.05,2000.15,,790.35,,22.5,,97.5,1784.5,506.7,294.15,1467.85,1783.2,511.65,172.75,,711.3,6.2,34.6,854.35,516.1,654.95,438.25,,648.35,817.7,8685.2,278.1,17.95,962.25,,,1661.6
2022-04-11,84.45,,2180.2,854.55,,,,786.05,7336.65,322.85,56.6,106.55,1449.0,1975.65,196.4,871.85,,4171.6,100.05,1679.4,1124.0,1496.15,81.45,42.4,235.9,1991.55,,801.4,,22.5,,94.55,1783.45,512.15,302.0,1440.25,1771.0,503.5,183.6,,711.05,6.0,34.7,852.35,514.9,647.85,436.7,,663.6,821.5,8711.15,282.9,17.75,953.05,,,1698.2
2022-04-12,81.5,,2196.95,844.9,,,,798.45,7274.5,333.45,55.25,104.75,1427.05,1944.85,186.0,877.85,,4088.7,98.45,1670.95,1096.35,1493.5,79.05,41.6,234.7,1932.85,,783.6,,22.25,,92.7,1801.85,490.85,328.8,1412.25,1736.65,490.35,181.8,,705.7,5.9,34.7,844.95,512.85,630.6,428.5,,646.3,812.1,8409.25,275.15,17.5,983.9,,,1689.25
2022-04-13,83.9,,2199.45,840.5,,,,793.05,7328.45,326.15,54.7,105.5,1435.65,1953.35,186.6,878.8,,4090.9,98.95,1677.65,1089.85,1464.95,80.65,41.35,235.45,1899.2,,780.3,,22.25,,94.8,1779.6,496.0,315.3,1402.2,1750.85,494.05,184.3,,698.55,6.1,34.85,833.55,517.7,620.9,421.0,,637.65,817.6,8383.8,273.1,17.9,1011.05,,,1661.3
2022-04-18,82.9,,2233.85,842.7,,,,798.85,7261.45,322.5,54.4,104.55,1429.35,1932.0,189.45,915.0,,4056.0,96.95,1737.95,1058.0,1395.45,78.6,40.8,231.0,1884.9,,767.2,,22.0,,91.1,1750.4,479.0,331.3,1381.0,1719.35,481.75,182.05,,687.05,5.85,34.35,811.0,509.5,622.55,441.3,,639.4,822.3,7815.95,257.9,17.55,1058.8,,,1624.35
2022-04-19,80.45,,2168.3,819.3,,,,797.8,7259.55,323.6,53.55,104.8,1404.2,1905.55,197.75,881.35,,4008.9,96.3,1690.65,1005.7,1342.2,76.65,40.05,228.25,1869.55,,752.75,,22.0,,91.05,1707.5,460.55,313.15,1338.3,1684.25,472.05,175.05,,674.3,5.8,34.65,794.45,511.8,633.3,428.45,,614.5,791.35,7693.15,246.45,17.6,1046.75,,,1595.9
2022-04-20,80.3,,2183.95,827.65,,,,794.7,7032.5,323.05,53.85,104.9,1418.45,1900.75,199.1,865.55,,4054.8,96.1,1672.4,1015.6,1354.3,77.7,40.1,232.05,1896.35,,747.6,,22.0,,89.0,1721.3,468.05,314.3,1343.25,1680.75,468.85,183.9,,681.3,5.85,35.4,794.55,509.3,661.55,427.7,,627.45,810.45,7807.7,249.65,17.35,1070.2,,,1621.7
2022-04-21,80.8,,2286.35,850.5,,,,801.8,7138.1,336.4,54.7,107.05,1447.2,1910.2,206.9,877.15,,4030.25,96.6,1676.9,1027.95,1374.35,77.3,40.85,234.2,1938.45,,759.65,,22.05,,90.2,1760.85,466.8,327.5,1387.0,1732.5,469.3,179.2,,699.35,5.8,35.95,795.75,516.3,664.7,439.9,,630.05,820.05,7903.85,258.85,17.45,1055.95,,,1634.1
2022-04-22,81.2,,2273.3,874.15,,,,780.6,7110.75,330.25,53.95,108.5,1429.05,1983.05,202.15,856.4,,4028.85,95.75,1678.55,1023.7,1355.6,77.25,40.05,230.2,1916.1,,755.2,,22.4,,88.9,1727.75,462.45,327.45,1384.15,1713.4,480.25,179.9,,688.0,5.75,35.8,815.4,500.6,671.25,453.75,,625.9,815.6,8358.0,253.1,17.45,1039.9,,,1641.3
2022-04-25,78.75,,2284.2,859.55,,,,780.7,7005.5,332.75,51.7,106.45,1395.65,1953.95,188.45,847.5,,3989.2,95.4,1627.15,1007.95,1365.75,75.15,39.3,218.5,1864.9,,745.6,,22.3,,86.4,1728.85,455.9,319.0,1359.35,1681.2,470.3,176.35,,673.65,5.6,34.8,804.6,494.75,666.75,445.7,,633.35,792.75,8009.4,247.35,17.2,1094.8,,,1625.15
2022-04-26,79.6,,2395.3,909.5,,,,775.0,7240.55,339.95,52.95,106.4,1407.2,1926.2,191.4,817.8,,4044.25,97.5,1645.9,1010.4,1372.05,77.15,40.15,226.1,1870.2,,761.05,,22.3,,90.7,1742.7,449.75,315.2,1367.2,1718.25,484.65,194.75,,668.2,5.55,34.75,818.65,505.5,674.6,451.05,,627.5,822.05,7842.35,248.85,17.25,1070.7,,,1619.5
2022-04-27,75.85,,2334.1,887.3,,,,765.9,6714.1,333.65,52.6,105.4,1393.0,1905.0,187.5,817.8,,3977.7,97.05,1641.85,1001.5,1372.55,77.9,39.7,218.8,1791.3,,748.5,,22.35,,88.1,1741.5,440.9,309.9,1349.9,1692.1,476.25,198.85,,657.15,5.35,34.1,827.05,497.25,656.95,461.7,,617.45,798.6,7980.85,247.35,17.1,1036.45,,,1616.65
2022-04-28,73.85,,2378.55,887.1,,,,779.8,6727.65,336.35,53.8,107.1,1399.25,1897.2,190.25,838.1,,4024.55,97.65,1632.35,1011.7,1371.35,75.65,39.7,214.55,1858.6,,757.4,,22.4,,88.1,1765.65,452.8,310.05,1385.85,1704.7,470.35,197.2,,668.75,5.15,33.95,841.7,507.5,652.25,463.55,,624.55,811.65,7843.5,248.25,17.05,1059.6,,,1617.6
2022-04-29,71.75,,2332.0,856.4,,,,728.6,6671.8,334.4,52.65,108.1,1379.5,1945.4,182.85,797.9,,3944.25,96.0,1595.1,999.9,1384.6,74.2,39.5,214.55,1858.1,,745.95,,22.3,,85.4,1790.75,442.2,300.2,1430.2,1680.5,467.9,188.25,,664.45,5.4,33.65,830.85,496.3,635.55,463.2,,626.95,823.75,7746.0,242.35,17.45,1083.55,,,1623.55
2022-05-02,69.5,,2339.5,856.55,,,,727.35,6626.15,336.5,52.4,108.5,1294.85,1900.6,187.65,778.0,,3983.35,94.55,1575.2,986.6,1403.7,67.75,38.85,210.4,1866.85,,737.5,,22.25,,84.3,1774.35,434.5,293.4,1430.6,1651.2,458.05,184.95,,691.4,5.15,33.55,820.15,491.0,633.85,459.2,,620.15,824.4,7672.25,248.5,17.05,1104.85,,,1646.1
2022-05-04,64.45,,2253.8,812.8,,,,707.2,6339.75,325.85,52.35,106.95,1270.6,1869.5,187.35,743.35,,3867.15,94.45,1581.9,983.15,1356.0,65.65,38.4,203.1,1801.75,,721.65,,22.0,,82.35,1775.6,427.55,293.9,1358.45,1597.0,457.9,186.75,,673.6,5.05,33.0,784.8,479.65,611.05,417.15,,609.05,803.3,7776.5,244.95,16.9,1090.0,,,1627.0
2022-05-05,61.15,,2255.4,811.35,,,,702.35,6309.45,320.6,53.85,106.25,1230.35,1866.25,185.85,759.05,,3943.8,94.15,1595.65,990.2,1352.95,66.3,39.2,199.95,1781.9,,717.2,,22.05,,81.55,1797.6,418.4,288.1,1308.9,1560.8,469.4,184.65,,671.8,5.05,32.85,790.4,480.0,613.85,419.95,,603.2,776.35,7826.2,247.5,17.85,1099.3,,,1609.1
2022-05-06,60.5,,2247.7,811.4,,,,673.4,6000.3,318.8,51.05,105.55,1218.45,1822.15,187.4,717.5,,3666.2,91.1,1582.85,1003.0,1317.6,67.9,38.65,200.65,1745.35,,704.55,,21.7,,78.65,1775.3,410.65,284.3,1269.5,1498.35,458.1,180.8,,649.45,4.8,32.4,752.9,483.95,595.1,402.75,,585.95,764.95,7508.0,245.2,17.1,1075.6,,,1603.7
2022-05-09,56.75,,2197.65,792.6,,,,663.7,6036.95,313.15,49.4,105.05,1183.2,1800.0,183.05,715.75,,3520.3,93.8,1566.65,983.55,1319.85,69.55,37.95,204.4,1717.3,,690.75,,21.7,,78.3,1767.5,408.3,281.85,1242.0,1373.25,440.95,177.65,,647.35,4.65,32.15,761.5,475.9,600.65,419.65,,565.2,758.25,7227.3,230.0,16.95,1058.9,,,1584.75
2022-05-10,52.45,,2109.5,769.1,,,,659.75,5928.45,313.8,48.35,103.8,1148.75,1767.6,170.05,691.4,,3414.95,92.4,1550.65,957.8,1341.05,65.6,37.5,197.15,1693.4,,678.75,,21.45,,74.8,1797.15,401.05,275.4,1201.05,1407.95,423.65,176.45,,645.7,4.75,32.1,768.25,475.2,571.85,407.9,,567.5,745.8,6815.7,222.15,16.65,1081.8,,,1565.0
2022-05-11,54.2,,2119.3,759.9,,,,672.35,5807.0,312.7,46.85,103.45,1095.0,1760.85,169.85,675.3,,3339.7,90.7,1557.0,891.2,1348.6,64.0,36.75,191.65,1678.9,,657.1,,21.4,,71.2,1809.95,387.9,268.65,1194.35,1427.8,401.3,172.85,,625.6,4.55,31.15,748.95,476.55,562.85,385.0,,543.9,744.1,6872.5,226.5,16.05,1049.4,,,1564.55
2022-05-12,51.95,,2045.2,713.3,,,,649.65,5593.4,304.15,45.4,100.6,1074.35,1722.6,167.05,661.85,,3270.45,85.45,1516.95,861.4,1303.05,61.8,34.8,183.45,1631.25,,620.65,,21.15,,68.1,1760.9,393.7,263.8,1159.0,1375.35,408.9,163.8,,627.8,4.35,30.45,736.25,462.65,568.95,385.7,,538.9,738.05,6884.5,219.05,16.1,1064.25,,,1559.15
2022-05-13,56.85,,2054.15,705.9,,,,635.95,5515.75,317.45,46.3,101.3,1088.85,1714.5,168.7,689.25,,3230.6,83.5,1509.9,913.25,1291.35,63.5,34.55,186.9,1624.8,,651.8,,21.3,,70.85,1779.55,388.5,263.8,1150.9,1364.35,396.15,173.2,,630.15,4.5,31.0,715.7,444.65,569.2,391.15,,526.65,737.6,7886.65,222.8,17.55,1091.05,,,1554.65
2022-05-16,56.4,,2105.9,712.5,,,,638.95,5645.4,338.45,48.65,105.3,1106.35,1724.25,171.7,707.6,,3561.1,85.3,1600.4,923.65,1305.1,64.65,35.8,187.6,1654.6,,653.75,,21.35,,73.75,1812.85,389.0,272.2,1178.1,1389.05,390.7,180.9,,645.4,4.6,31.25,722.85,455.0,554.4,409.1,,533.55,735.5,8121.15,226.6,17.25,1104.4,,,1546.6
2022-05-17,56.15,,2184.85,744.75,,,,654.95,5837.3,341.55,49.95,107.5,1154.05,1729.6,184.55,721.15,,3657.0,86.7,1671.65,944.65,1314.0,67.95,36.75,195.3,1680.85,,683.15,,21.5,,74.55,1840.3,412.85,292.7,1211.9,1436.2,400.3,182.2,,652.55,4.4,32.15,731.2,467.3,587.3,412.5,,559.85,734.25,8197.55,241.15,17.2,1109.9,,,1559.05
2022-05-18,58.75,,2181.1,759.8,,,,659.45,5815.2,330.8,49.8,109.15,1149.85,1709.2,185.55,733.45,,3664.05,86.1,1681.0,946.6,1313.9,67.1,36.45,195.0,1696.4,,671.75,,21.55,,77.5,1846.8,420.85,288.7,1291.1,1430.7,394.45,179.95,,650.85,4.4,32.15,740.3,458.0,562.2,404.65,,556.55,754.3,8437.7,237.7,17.1,1103.2,,,1567.4
2022-05-19,55.35,,2114.75,732.8,,,,650.2,5707.0,314.4,49.35,105.4,1133.05,1701.1,181.2,704.05,,3614.85,83.45,1685.75,913.3,1287.05,64.0,35.0,194.3,1661.7,,654.85,,21.4,,73.75,1783.4,397.1,284.35,1272.55,1379.45,387.15,176.3,,639.55,4.2,31.4,724.1,447.5,537.25,404.55,,542.1,721.3,8261.5,228.45,16.85,1061.15,,,1544.1
2022-05-20,58.05,,2219.55,767.55,,,,673.1,5769.6,316.95,53.1,107.85,1137.5,1709.9,185.95,735.15,,3630.4,85.3,1757.2,910.75,1320.95,65.85,36.0,194.1,1664.2,,662.25,,21.5,,73.85,1829.15,407.0,296.65,1294.2,1383.05,388.45,180.35,,634.9,4.05,31.85,741.4,462.4,555.3,415.3,,559.5,739.6,8412.4,233.25,16.95,1103.35,,,1543.55
2022-05-23,57.05,,2170.65,753.55,,,,675.35,5794.0,313.95,51.1,106.8,1134.9,1703.6,184.3,758.25,,3574.1,85.1,1815.8,925.85,1304.0,65.9,35.65,193.8,1725.2,,653.25,,21.4,,73.1,1854.3,404.8,298.6,1287.0,1458.5,387.4,176.45,,634.75,4.05,31.6,749.9,460.9,539.05,406.1,,559.95,729.7,8541.75,229.8,16.8,1079.05,,,1569.6
2022-05-24,64.95,,2160.2,752.15,,,,664.05,5798.8,312.65,50.4,106.9,1099.9,1698.65,182.35,714.05,,3656.75,84.55,1784.65,906.05,1318.95,64.4,35.0,191.9,1683.0,,651.15,,21.55,,70.75,1882.6,407.45,289.95,1276.3,1470.4,380.1,175.5,,624.65,4.0,31.4,755.05,462.05,550.55,392.0,,547.45,715.15,8457.4,227.0,16.65,1109.05,,,1535.9
2022-05-25,62.3,,2074.15,707.9,,,,665.0,5827.4,307.8,49.3,106.65,1053.15,1665.95,180.7,718.65,,3586.45,83.5,1745.4,879.5,1328.8,61.4,33.9,185.3,1645.65,,647.45,,21.3,,68.15,1907.55,389.25,275.9,1241.1,1439.8,376.25,165.1,,622.1,3.8,30.9,742.55,454.1,533.3,378.15,,527.95,716.2,8121.2,220.9,16.2,1063.55,,,1495.8
2022-05-26,60.45,,2046.4,701.5,,,,683.25,5817.8,316.35,50.2,105.7,1051.8,1674.05,183.25,726.8,,3577.45,85.05,1763.0,841.2,1366.7,61.35,34.3,180.25,1816.2,,639.4,,21.25,,68.3,1908.65,388.65,287.1,1261.15,1428.5,358.65,162.6,,625.05,3.85,31.1,756.6,468.9,534.5,393.1,,528.45,722.25,8258.25,221.45,16.05,1070.7,,,1504.15
2022-05-27,62.05,,2080.15,703.1,,,,688.3,5993.5,324.45,51.15,107.55,1082.2,1676.2,181.85,738.85,,3613.85,86.9,1794.15,857.65,1392.05,62.05,35.6,184.05,1821.85,,652.45,,21.2,,70.1,1946.2,391.0,288.05,1263.35,1444.45,378.55,163.05,,633.8,3.9,31.55,765.9,468.95,537.95,384.8,,531.95,725.45,8336.9,224.65,16.3,1089.6,,,1622.4
2022-05-30,71.05,,2165.65,734.7,,,,693.65,6111.2,327.75,51.6,108.5,1123.05,1716.9,187.2,753.7,,3796.4,90.15,1821.9,896.3,1401.55,62.95,36.45,192.35,1808.9,,695.1,,21.25,,73.6,1903.2,394.1,283.7,1295.5,1458.25,384.95,179.55,,648.75,4.05,32.35,775.25,474.6,549.35,391.5,,559.7,750.15,8076.7,233.25,16.35,1087.75,,,1647.35
2022-05-31,74.65,,2167.55,739.85,,,,685.2,6082.15,325.95,51.2,108.7,1257.45,1748.65,192.9,764.65,,3972.8,88.85,1838.3,905.1,1388.95,62.95,36.3,194.65,1838.55,,692.65,,21.2,,75.0,1846.85,400.75,276.75,1371.65,1426.7,388.55,175.5,,629.55,4.0,32.4,780.0,468.1,557.4,375.8,,572.5,759.75,8381.1,235.15,16.5,1056.5,,,1641.25
2022-06-01,74.7,,2150.9,736.9,,,,686.05,6010.15,332.55,51.7,109.2,1192.05,1814.75,196.05,772.55,,3874.05,89.3,1893.35,991.1,1394.85,65.4,36.15,190.6,1825.55,,687.8,,21.25,,73.5,1865.1,398.0,283.75,1338.6,1453.9,388.35,176.45,,639.0,4.2,33.4,772.95,468.3,571.9,377.25,,546.9,761.1,8606.0,232.75,16.5,1109.1,,,1656.6
2022-06-02,71.95,,2209.4,748.45,,,,691.55,6057.85,329.15,52.2,106.95,1195.85,1818.2,198.2,782.45,,3856.9,92.0,1897.6,971.65,1385.1,66.8,36.3,188.1,1828.55,,673.1,,21.45,,74.9,1857.65,394.7,296.55,1337.55,1452.85,389.8,179.25,,635.6,4.4,33.25,781.2,469.85,573.2,378.35,,550.6,758.25,8629.15,234.2,16.45,1139.0,,,1663.35
2022-06-03,72.15,,2190.0,739.9,,774.4,,677.3,6028.2,318.05,50.6,108.2,1196.6,1807.3,197.0,757.95,,3820.1,90.15,1897.7,947.75,1380.3,64.5,35.35,182.3,1812.6,,665.4,,21.4,,73.1,1858.65,390.1,285.55,1343.05,1471.75,386.1,177.3,,636.05,4.2,32.6,773.4,464.5,573.0,376.45,,537.75,753.9,8433.3,231.05,16.3,1100.45,,,1635.15
2022-06-06,69.9,,2225.05,741.25,,799.3,,672.2,6021.0,326.2,51.0,108.0,1171.3,1764.25,194.85,752.65,,3734.75,90.8,1887.85,920.6,1378.45,63.8,35.1,175.25,1819.8,,657.9,,21.25,,72.65,1869.3,381.8,277.55,1332.0,1444.2,375.55,175.2,,609.9,4.0,32.3,773.85,463.7,578.25,352.35,,533.2,763.65,8696.25,232.25,16.2,733.05,,,1597.3
2022-06-07,65.4,,2227.55,734.55,,791.05,,665.85,5878.6,327.85,50.5,106.55,1152.4,1781.2,197.55,746.9,,3726.7,91.15,1898.6,918.6,1362.6,64.3,34.7,178.0,1820.65,,654.7,,21.25,,72.25,1858.15,375.15,275.7,1308.95,1449.1,380.45,176.5,,614.75,3.95,32.25,764.6,463.4,586.85,347.8,,531.25,756.6,8618.35,234.75,16.7,743.1,,,1585.75
2022-06-08,67.15,,2177.2,728.6,,786.15,,658.6,5954.3,331.2,50.6,106.3,1135.4,1757.3,197.65,723.35,,3739.4,91.1,1842.45,913.1,1367.4,63.75,34.6,175.85,1802.5,,647.6,,21.25,,75.2,1845.5,370.2,270.6,1314.35,1458.6,378.6,177.3,,602.25,3.9,31.9,784.9,471.3,595.15,361.75,,528.7,757.15,8608.95,233.0,16.35,744.75,,,1581.5
2022-06-09,68.7,,2219.2,735.5,,793.35,,661.3,5898.55,333.8,50.7,105.55,1125.25,1742.5,198.75,725.4,,3830.35,91.35,1874.1,906.8,1377.7,63.8,34.35,184.8,1793.55,,649.5,,21.2,,77.15,1865.2,369.95,268.45,1315.5,1459.2,374.45,174.3,,603.8,4.0,31.75,771.0,466.95,594.0,361.75,,535.7,754.4,8693.6,233.05,16.3,740.0,,,1578.15
2022-06-10,69.0,,2203.1,726.4,,786.1,,660.7,5667.5,323.6,49.8,105.0,1110.55,1712.1,198.5,721.8,,3755.65,91.7,1892.95,893.25,1351.1,63.9,34.05,182.2,1808.9,,644.65,,21.15,,75.1,1791.8,365.15,268.05,1296.4,1426.05,369.8,171.4,,606.85,3.85,32.0,770.0,461.85,601.55,352.25,,535.0,756.6,8602.9,230.25,16.2,754.5,,,1559.5
2022-06-13,67.5,,2079.75,695.25,,788.9,,648.95,5358.25,307.1,47.45,103.0,1090.5,1676.15,191.05,701.75,,3661.6,88.7,1854.9,867.95,1326.6,59.95,32.9,177.35,1755.8,,626.65,,20.8,,71.3,1737.35,348.7,253.35,1244.65,1393.55,361.3,168.6,,596.8,3.7,30.55,740.05,445.85,601.3,335.1,,537.2,735.95,8462.0,219.5,15.65,748.05,,,1532.9
2022-06-14,70.0,,2196.45,704.7,,783.15,,650.75,5375.75,314.35,47.55,102.5,1118.0,1659.6,192.2,703.5,,3648.3,89.9,1883.85,870.9,1312.0,59.95,32.95,175.7,1742.9,,623.2,,20.75,,70.4,1739.7,345.65,254.0,1262.8,1353.0,363.75,168.0,,598.45,3.75,30.85,731.6,448.1,597.9,334.6,,546.1,735.85,8386.75,220.4,15.35,773.7,,,1507.9
2022-06-15,70.2,,2184.6,703.75,,795.95,,650.5,5484.95,314.0,47.5,103.45,1135.95,1688.0,190.05,702.05,,3662.9,89.15,1859.1,875.75,1307.45,61.25,32.7,174.85,1735.5,,623.35,,20.75,,70.6,1736.65,346.8,253.5,1280.35,1343.1,358.85,165.8,,600.0,3.7,30.65,723.3,451.35,599.6,331.95,,557.55,737.75,8159.65,218.95,15.35,786.85,,,1512.35
2022-06-16,67.2,,2083.0,681.7,,781.1,,634.9,5283.9,310.15,45.6,102.1,1107.5,1635.75,179.9,676.55,,3682.6,86.9,1797.1,861.35,1281.3,58.6,31.65,168.7,1649.2,,600.1,,20.2,,67.1,1675.8,333.45,245.55,1240.8,1304.35,349.6,163.05,,600.05,3.55,30.1,707.5,441.6,569.5,307.1,,536.05,724.95,7991.9,209.8,15.15,779.15,,,1480.75
2022-06-17,67.05,,2095.8,668.95,,770.55,,635.2,5419.55,310.4,44.85,102.45,1105.4,1572.65,182.65,671.05,,3460.55,87.3,1898.7,826.5,1289.75,58.6,31.65,172.75,1631.95,,594.35,,19.8,,66.65,1673.6,326.5,246.85,1217.7,1279.65,339.5,160.75,,585.5,3.5,30.2,685.7,441.0,566.8,321.6,,538.2,711.65,7812.85,210.3,15.05,751.05,,,1461.45
2022-06-20,65.0,,2079.85,663.15,,750.4,,628.3,5470.45,274.05,42.1,102.25,1081.65,1501.8,176.85,638.95,,3479.1,84.8,1724.8,821.4,1322.15,53.0,29.85,168.9,1549.3,,574.25,,19.5,,61.65,1679.2,309.5,234.85,1170.6,1297.75,328.7,151.3,,552.75,3.35,29.25,675.1,434.7,547.4,294.6,,539.3,716.85,7254.85,194.9,14.3,752.35,,,1417.2
2022-06-21,66.05,,2161.8,689.1,,762.8,,636.5,5549.15,282.05,44.75,102.7,1099.8,1501.35,184.8,667.85,,3519.55,87.8,1805.1,847.45,1336.55,55.2,30.4,174.05,1627.6,,599.85,,19.95,,65.35,1681.5,318.15,241.95,1246.85,1309.35,343.5,159.45,,563.45,3.4,30.05,720.9,450.75,562.3,306.6,,555.85,727.25,7551.6,204.55,14.4,738.7,,,1458.05
2022-06-22,67.6,,2089.2,668.3,,768.95,,626.8,5439.6,281.5,43.65,103.55,1079.15,1460.4,179.35,640.05,,3486.35,86.8,1780.15,846.15,1330.25,53.2,29.15,169.75,1646.85,,589.8,,19.9,,63.55,1669.7,315.5,237.7,1226.95,1301.05,358.45,156.35,,567.7,3.25,30.1,713.75,447.65,539.85,332.95,,556.1,708.95,7492.3,201.3,13.8,748.5,,,1463.0
2022-06-23,69.55,,2110.35,675.3,,761.45,,629.35,5448.15,278.05,44.3,103.1,1079.05,1465.9,177.15,642.25,,3440.45,86.95,1770.5,849.4,1335.15,54.45,29.75,171.0,1621.5,,589.5,,19.85,,64.65,1684.1,319.35,239.55,1235.35,1364.1,366.6,157.7,,568.5,3.25,30.1,731.85,451.4,555.8,398.55,,555.4,718.45,7788.05,202.95,13.9,753.55,,,1475.9
2022-06-24,70.5,,2161.45,686.4,,764.0,,634.0,5587.75,286.3,45.55,102.4,1115.45,1458.3,176.55,647.9,,3412.0,89.35,1796.3,868.6,1353.8,56.2,31.0,174.1,1630.75,,596.5,,19.75,,64.25,1698.4,334.55,245.3,1276.65,1377.8,355.3,161.95,,575.4,3.3,30.2,760.0,454.25,580.05,407.8,,568.2,729.0,7794.35,207.9,14.1,770.5,,,1520.7
2022-06-27,65.85,,2181.6,687.75,,765.4,,637.1,5641.2,283.7,45.95,103.05,1114.35,1473.65,182.05,659.85,,3408.6,91.05,1808.5,877.65,1356.25,56.55,32.1,174.9,1625.15,,613.0,,19.75,,72.2,1691.55,337.0,250.35,1282.0,1404.75,356.7,165.55,,581.9,3.45,30.45,766.1,461.2,581.75,424.1,,568.25,729.4,7991.6,208.15,14.4,776.35,,,1542.4
2022-06-28,60.3,,2204.6,678.05,,775.45,,642.35,5576.25,276.4,46.3,103.95,1110.1,1459.9,186.4,660.6,,3479.95,91.8,1800.15,861.75,1345.9,56.5,32.0,167.15,1637.9,,620.05,,19.65,,76.6,1668.8,341.2,255.35,1273.75,1348.75,358.1,167.6,,614.3,3.3,30.4,775.95,464.25,568.25,415.35,,567.9,736.85,8036.7,208.65,14.75,779.95,,,1537.5
2022-06-29,57.3,,2220.1,677.8,,779.75,,625.55,5512.8,268.6,46.15,102.4,1104.3,1500.15,188.75,654.15,,3445.25,91.6,1783.7,841.85,1343.95,56.35,31.65,161.3,1615.2,,601.15,,19.65,,73.15,1642.45,337.15,251.1,1274.45,1245.15,351.45,167.1,,602.95,3.35,30.1,775.8,459.1,559.3,415.25,,561.8,720.0,8186.35,207.3,14.85,785.1,,,1561.75
