symbol,weight,n,mu,sigma,skew,kurt,z_last
NEWGEN,0.07929370475981574,785,0.0012902930432423145,0.03042392321516565,0.13545366285008884,4.305673307331202,-0.3935663771856714
UJJIVANSFB,0.07030050449660012,855,0.0013435320951676512,0.024608531429039654,0.6765343022179725,2.4097391154423335,2.913487255051837
BAJFINANCE,0.050010967317394156,855,-0.0023792228462225957,0.08035939941733629,-27.333308469092117,781.4316767279715,0.023539451560514058
MCX,0.04672077209914454,855,0.0019519865223347236,0.024023656656062303,-0.15944869734606248,2.2629402480234346,-0.08219392693886132
ACI,0.04551436718578636,696,0.0005844974080665499,0.02380469774115986,0.46618706078026767,1.5871061559868864,-0.34597557954615965
TATACONSUM,0.040469401184470274,855,0.0004058075939951466,0.01414493426255277,0.05073269490540222,2.587690695697438,0.5386705670581702
MTARTECH,0.04003070848870366,855,-0.0002612846410057085,0.022714878426141824,0.2059874693495079,4.847255565036953,-0.0024304566752358283
AVALON,0.03992103531476201,596,0.001438598234643402,0.02957005076465859,0.7586596477660718,4.200451946277816,0.31482602359882345
TATAELXSI,0.036740513270454044,855,-0.0005642580104453371,0.01931822110983615,0.8630432909016762,10.15375815181425,1.3412668751015315
JIOFIN,0.034437376617679316,500,0.0003895417344293879,0.021705734601059904,0.44554226080262593,4.303874372414587,-0.7923784320273903
INDIGO,0.030160122833954812,855,0.0012182839211864983,0.017672903630792516,0.04239519361779642,2.277599370208089,-0.5778872273600723
DATAPATTNS,0.029940776486071505,855,0.0014783326813849302,0.03091025970813433,0.47247991124443284,1.7870645916936536,0.2747168033002513
RVNL,0.027418293485413466,855,0.0027158207890159436,0.03366505000727912,0.9692140074174611,4.552927829185906,0.05694575817921444
CDSL,0.025663522702347,855,7.495519251286413e-05,0.031121380572723154,-8.656133368908016,178.3902583165654,-0.1684497205416424
MAZDOCK,0.025115156832638735,855,0.0028234011635840527,0.042596208954111286,-5.203769457781321,94.32366432518134,0.3865370780779361
ADANIENT,0.019083132265847774,855,0.00017212932127193487,0.034024389426902175,-2.249967856537245,28.3459842984784,-0.17104658702147635
ADANIPORTS,0.019083132265847774,855,0.0006871141072262615,0.02513762481879644,-1.9049126627636304,20.94321555636014,1.5663971537393482
AETHER,0.017876727352489578,811,-5.411282614364813e-05,0.018959442552260942,0.4232110205099599,3.778351802302456,0.053743330771796244
INOXINDIA,0.017767054178547927,426,0.0005376805391038153,0.023162343047545195,0.5976425240575304,3.0204572501546663,-1.0150032639203785
HDFCBANK,0.017109015134898004,855,-0.0004976033916736495,0.027280629059749213,-19.959562589835507,513.0767240142914,0.22225457815472324
DMART,0.01667032243913139,855,0.0002112087709965485,0.01727934500228127,0.5743743026636255,5.515657369140255,0.20995790367273284
SYNGENE,0.015025224830006581,855,8.581096054489892e-05,0.01684302555633933,-0.5542652723694316,6.047196652894446,-0.40834892073430956
DCXINDIA,0.014696205308181618,644,0.00017441560400100403,0.0321675745127675,0.39644955496421713,3.0877032920186482,-0.49672322021491233
SONACOMS,0.014257512612415002,855,-0.0004907382941145153,0.021121798797241676,0.45787498837711427,2.208787127025093,-1.2137580315448826
SWIGGY,0.013709146742706733,203,-0.00021360024953026772,0.03273899939031844,0.3872365535295856,1.3689578257237156,-0.9230747288499129
SPANDANA,0.013380127220881772,797,-0.0002526907044610706,0.030920717792502325,0.8825841427295206,8.20098238211299,-1.2284079294344974
AEROFLEX,0.010857644220223733,502,0.00014345485249619972,0.03033653385642819,0.5480655177133202,3.452135614553495,-0.8379482094093509
HAL,0.010418951524457116,855,0.0013497660866577704,0.03292144526172833,-11.965832440450422,254.5922100099823,0.20817910262366107
BANDHANBNK,0.00965123930686554,855,-0.000710971470305705,0.022541451551130756,-0.01251815320827656,4.1668468623246415,-0.36533679800048274
IREDA,0.009431892958982233,442,0.001997759450917405,0.03546307130507056,0.8666080124802766,3.601167081264189,-0.3292601955796706
KELLTONTEC,0.009212546611098923,789,-0.0013240686586195357,0.06120609474354637,-17.039408294675397,407.74489271214264,-0.33538863537874064
KOTAKBANK,0.009212546611098923,855,0.00012406422309786878,0.0138342202801944,-0.5628815364271788,9.108316653904534,0.540941059761168
LATENTVIEW,0.00910287343715727,796,-0.0001318192195606054,0.02231509510270664,0.5333153020007269,3.3166260964518153,-1.0214405935892563
BHEL,0.008883527089273964,855,0.0016986993537041416,0.026598634383101,-0.5848600907406811,8.255420399793847,-0.5796015666334269
IRFC,0.00877385391533231,855,0.002057099139616701,0.028268702701110805,0.7587967826720937,6.450380643706762,0.162989568459714
ZOMATO,0.008554507567449002,855,0.0015704530917430611,0.02914512771351231,0.3765909937526695,4.22506254659929,-1.1877138790178738
HFCL,0.008444834393507348,855,-5.526653198894271e-05,0.029290123240235486,-0.18587148438721596,4.923385563646805,-0.581112142047825
IEX,0.007567449001974116,855,-0.0005291882018450483,0.024874958690567446,-3.550777477306599,47.3136310437397,0.23651183797834205
AXISBANK,0.007457775828032464,855,0.0003952812429174069,0.014477175429782,-0.027592157115584826,3.901858902941743,-0.3601748447471067
IDFCFIRSTB,0.007457775828032464,855,0.0007461817653736547,0.01891300092619007,0.1917935510569402,3.1775463086956477,1.0661704028212835
PREMIERENE,0.007019083132265847,253,0.0006838790102104374,0.03354084124653711,0.6805300670436047,3.7649880631010033,0.174097732590366
IRCTC,0.0062513709146742695,855,-0.00011894886189902616,0.018101850906568125,-0.3768575961456491,8.578824816327106,0.05987896635356068
PRINCEPIPE,0.0061416977407326165,855,-0.0007936050544373459,0.020719530181979116,0.2830273600633112,8.21931933752282,-0.38041096672475355
VINCOFE,0.006032024566790963,221,0.00011342280314697957,0.0288808649730447,0.24161104755848142,1.2702342299073206,-0.8211874995831002
WAAREERTL,0.005922351392849309,103,0.0018791052745841317,0.030357583384678744,1.8353477637058204,7.560544677962387,1.526775579710667
VBL,0.005593331871024347,855,-0.0008251516406032644,0.046088459463759446,-12.69833184496909,218.3614002008992,0.17314329548509505
CLEAN,0.005593331871024347,855,-0.0006328682124391594,0.01828804560590108,0.47506176793070737,2.5348068885803783,-0.5972999169376844
COALINDIA,0.005483658697082693,855,0.000879458374202501,0.01792652706804005,-0.7222658467912052,7.250418265262093,0.11494817123188422
FEDERALBNK,0.005154639175257731,855,0.0007957194384390461,0.016525447921660944,-0.06230320958877819,2.8768224456196,0.7646155247015264
TATAPOWER,0.004496600131607808,855,0.0005434345522754455,0.01923676414133477,-0.34002908486818956,5.17209696569528,0.2795908100243653
SBICARD,0.004277253783724501,855,-6.867450392155233e-05,0.015266261145959538,-0.0803859995906027,2.3731536288874815,1.4409225948410689
PPL,0.0038385610879578848,855,0.0008586122506178698,0.028453432489943975,1.1079005494951077,6.10686565893703,-0.4136501689725331
RTNPOWER,0.0028515025224830006,755,0.0007478455197033303,0.032394605045323877,0.8966670635479854,3.3891612189421285,-1.1282785585756068
WHIRLPOOL,0.002412809826716385,855,-0.00016433174121449954,0.01949184490728276,-1.8827722748836702,22.888195511400546,0.14060033101963934
HAPPSTMNDS,0.0013160780872998462,855,-0.0007482723001682614,0.017974575178256357,0.8637969611326868,6.3095146002885,1.0323015022583983
CASTROLIND,0.0012064049133581926,855,0.0007953348317740397,0.021315510354294496,1.0634286205810626,4.515957157122751,0.33216653166372545
SBIN,0.0009870585654748847,855,0.0005759893163307478,0.015229214983087793,-1.0162071861494704,14.181482706407314,-0.029065615979049886
