date,TATAELXSI,TATAPOWER,UJJIVANSFB,VBL,WHIRLPOOL,ADANIENT,ADANIPORTS,AETHER,AXISBANK,BAJFINANCE,BANDHANBNK,BHEL,CASTROLIND,CDSL,CLEAN,COALINDIA,DATAPATTNS,DMART,FEDERALBNK,HAL,HAPPSTMNDS,HDFCBANK,HFCL,IDFCFIRSTB,IEX,INDIGO,IRCTC,IRFC,KELLTONTEC,KOTAKBANK,LATENTVIEW,MAZDOCK,MCX,MTARTECH,NEWGEN,PPL,PRINCEPIPE,RVNL,SBICARD,SBIN,SONACOMS,SPANDANA,SYNGENE,TATACONSUM
2024-02-26,7706.9,378.4,53.3,1536.25,1260.8,3327.75,1338.15,864.35,1085.2,6643.25,202.6,228.05,198.45,1900.0,1465.5,442.3,2572.3,3850.35,151.5,3049.75,834.75,1422.3,115.1,83.95,147.05,3184.05,968.4,152.3,108.55,1706.3,522.95,2091.6,3663.6,1979.95,829.95,429.65,582.65,266.95,729.9,758.9,664.1,970.1,730.75,1177.1
2024-02-27,7640.6,375.55,53.1,1467.0,1263.2,3302.3,1329.45,869.5,1079.05,6556.25,201.15,222.6,205.2,1913.95,1461.05,441.4,2549.35,3852.2,154.2,3095.5,872.65,1420.15,112.75,83.3,145.2,3183.0,952.75,151.6,118.45,1706.75,523.05,2092.55,3720.25,1951.9,829.85,425.75,591.4,266.9,731.8,749.85,688.1,966.8,727.5,1183.6
2024-02-28,7593.65,365.75,51.15,1397.85,1285.0,3219.0,1299.5,876.75,1074.2,6498.7,196.65,224.7,197.1,1931.05,1419.7,434.2,2490.75,3850.0,150.3,3085.2,849.05,1409.4,104.85,80.55,140.9,3125.9,924.05,147.4,114.2,1683.6,506.1,2113.9,3660.05,1934.55,788.95,416.95,581.45,259.0,729.45,742.5,660.8,936.7,708.9,1167.95
2024-02-29,7811.05,371.75,53.15,1408.5,1256.95,3285.4,1320.5,878.0,1075.1,6495.35,195.6,227.55,208.4,1917.15,1413.4,436.7,2484.35,3918.9,150.4,3084.05,846.95,1403.4,107.3,81.05,142.15,3155.35,927.4,146.75,112.9,1689.45,509.75,2084.9,3763.8,1916.1,849.15,410.65,573.45,244.25,719.65,748.1,689.35,915.65,706.05,1190.05
2024-03-01,7745.25,377.4,53.05,1417.85,1240.6,3318.75,1322.1,869.6,1099.25,6571.45,199.85,235.3,213.65,1918.55,1400.5,446.35,2662.95,3884.15,152.6,3154.3,848.25,1430.75,108.4,82.2,144.35,3157.35,929.3,147.4,122.8,1727.7,516.45,2099.2,3819.75,1902.85,833.7,413.85,570.9,246.2,717.9,769.15,671.35,915.4,705.55,1201.0
2024-03-02,7792.65,379.15,53.3,1448.75,1245.2,3333.25,1338.3,866.1,1096.7,6584.35,200.75,235.9,214.25,1929.6,1417.55,448.5,2796.05,3868.25,153.4,3157.15,856.0,1430.75,108.5,82.55,151.55,3159.8,933.7,148.7,126.85,1723.7,524.0,2104.4,3826.35,1920.0,850.25,417.4,579.25,250.95,721.3,773.3,694.2,937.8,710.45,1207.25
2024-03-04,7692.9,391.75,52.5,1434.15,1243.15,3317.15,1342.6,855.7,1106.75,6602.45,199.0,264.55,211.75,1900.75,1389.85,455.4,2894.1,3846.35,153.6,3214.95,839.9,1432.7,110.55,82.1,153.55,3171.1,938.0,145.55,120.35,1727.2,516.6,2104.65,3707.7,1897.35,853.4,408.85,576.8,242.55,716.9,772.05,672.95,924.7,697.1,1203.25
2024-03-05,7662.45,396.15,52.05,1379.55,1254.55,3310.2,1338.3,854.65,1100.8,6324.25,197.95,265.8,215.2,1879.65,1407.25,460.65,2669.9,3834.5,155.2,3237.0,827.9,1440.85,108.1,81.55,149.75,3186.4,935.8,145.05,117.15,1715.7,505.85,2088.95,3575.95,1866.7,852.35,415.55,575.1,241.25,716.05,783.95,680.2,925.0,692.9,1200.6
2024-03-06,7602.3,394.95,51.45,1433.85,1246.8,3233.95,1324.8,841.0,1125.0,6311.25,194.9,255.2,210.15,1836.8,1379.2,461.6,2634.4,3888.65,157.25,3228.2,824.55,1442.6,103.4,81.8,147.6,3069.8,929.05,140.5,114.45,1759.75,498.95,2057.65,3515.4,1831.45,803.85,402.2,565.05,237.55,702.2,783.9,681.3,912.4,688.1,1220.05
2024-03-07,7686.75,425.25,51.85,1423.35,1261.1,3226.55,1325.45,836.2,1111.45,6421.05,195.05,257.5,209.5,1830.6,1375.25,458.6,2698.1,3925.95,156.35,3317.3,831.4,1446.1,102.55,80.8,147.85,3105.7,937.2,143.7,113.6,1748.05,494.6,2085.65,3616.95,1824.6,787.05,400.8,568.15,237.95,707.5,788.05,684.35,896.1,691.2,1261.55
2024-03-11,7702.95,413.15,50.85,1414.25,1259.1,3207.35,1326.95,816.65,1105.1,6433.75,191.8,254.55,201.95,1810.6,1343.8,453.9,2555.45,3979.65,155.4,3371.45,823.3,1427.8,95.7,80.5,143.6,3218.55,938.6,141.1,109.75,1729.65,477.15,2065.75,3532.75,1793.35,745.75,384.6,558.85,245.45,704.8,773.7,701.35,884.25,685.15,1220.65
2024-03-12,7573.9,396.1,49.2,1422.55,1253.9,3122.5,1301.3,803.4,1097.0,6436.05,188.7,244.1,204.0,1807.45,1336.55,449.3,2423.85,4031.7,151.75,3267.55,805.9,1459.55,92.65,79.5,141.0,3242.95,920.95,136.75,105.15,1720.35,474.7,2018.2,3446.35,1735.75,763.5,363.2,547.6,243.45,700.55,759.7,686.95,892.05,693.7,1215.2
2024-03-13,7392.8,371.95,44.85,1393.9,1259.6,2906.2,1209.55,786.95,1080.4,6456.15,178.7,225.3,191.55,1684.65,1290.15,417.05,2183.25,3967.8,148.5,3039.5,785.15,1460.4,83.7,77.5,133.1,3112.55,880.65,124.25,95.15,1729.55,443.55,1858.95,3210.6,1712.25,715.35,332.65,530.2,222.6,685.3,747.25,642.5,839.7,670.45,1178.95
2024-03-14,7730.6,384.45,48.4,1417.7,1257.95,3087.45,1267.85,791.95,1058.25,6397.45,179.65,226.45,199.7,1709.35,1301.45,427.7,2379.2,4019.25,146.05,3165.95,801.85,1455.45,90.65,78.45,137.2,3176.6,898.75,140.25,107.15,1742.4,450.5,1893.35,3216.15,1727.6,731.7,362.95,538.45,243.5,702.35,741.05,638.9,854.1,676.55,1198.35
2024-03-15,7707.0,380.75,46.75,1434.2,1229.4,3132.2,1283.0,806.15,1046.4,6514.35,183.15,216.75,197.15,1719.7,1299.25,415.25,2363.85,3932.1,150.45,3099.1,792.6,1452.65,90.1,78.7,136.85,3203.1,912.5,136.95,101.65,1738.3,449.75,1917.2,3258.55,1721.15,736.6,354.55,532.1,245.55,699.3,731.9,641.6,861.65,673.7,1212.15
2024-03-18,7702.7,392.75,47.05,1436.45,1262.65,3111.75,1266.6,814.1,1061.35,6504.65,181.35,224.3,200.9,1687.3,1287.65,421.85,2338.4,4010.55,147.35,3121.95,787.15,1446.05,90.1,77.95,136.45,3249.2,918.9,134.95,100.85,1737.9,439.75,1848.85,3195.1,1728.0,719.25,363.2,524.55,244.4,701.5,730.95,663.05,851.1,682.0,1186.95
2024-03-19,7635.85,383.25,45.45,1398.75,1270.9,3052.7,1241.2,801.15,1050.8,6596.25,180.45,218.8,196.4,1677.75,1304.35,419.05,2245.2,4014.1,147.5,3058.9,783.7,1449.35,87.35,76.65,134.5,3233.0,906.4,135.2,98.7,1749.65,439.95,1867.75,3178.55,1716.8,711.2,355.8,529.35,245.45,698.5,723.8,653.8,819.2,674.45,1146.25
2024-03-20,7556.5,379.9,43.65,1400.15,1261.3,3051.45,1245.4,806.4,1034.75,6649.5,177.85,224.75,195.7,1657.6,1300.8,419.5,2254.6,4056.35,147.45,2980.5,775.6,1431.05,87.45,76.35,133.75,3213.65,901.9,133.2,100.05,1765.4,446.8,1839.7,3205.15,1687.7,722.25,357.05,529.95,239.2,692.3,736.25,637.85,807.05,676.05,1124.05
2024-03-21,7704.75,392.15,45.95,1400.25,1254.75,3066.5,1262.45,804.3,1035.6,6715.75,180.45,237.2,193.65,1766.1,1296.85,432.05,2352.1,4163.1,149.95,3121.35,779.65,1445.75,89.1,77.9,135.95,3290.15,934.75,135.25,100.55,1772.15,465.25,1878.4,3279.55,1697.2,738.6,365.6,544.25,244.5,702.65,744.3,678.9,822.1,685.25,1133.95
2024-03-22,7665.0,390.7,46.1,1402.4,1237.45,3107.7,1281.6,802.4,1033.3,6760.9,181.75,239.1,191.5,1787.35,1307.3,431.95,2328.35,4297.6,149.6,3170.8,777.6,1442.85,92.1,78.05,135.85,3286.8,928.7,140.95,100.85,1776.4,467.8,1898.45,3336.85,1704.8,762.95,371.55,562.8,249.85,704.1,746.7,691.45,818.4,698.45,1122.75
2024-03-26,7693.75,390.1,45.65,1401.7,1222.7,3109.95,1304.2,787.8,1040.55,6910.1,181.75,239.8,186.75,1788.9,1314.05,435.95,2347.45,4486.2,149.8,3300.8,765.55,1425.4,90.55,77.7,134.05,3492.05,928.75,145.7,98.2,1753.7,454.4,1881.45,3361.9,1681.6,764.55,362.3,565.85,260.45,696.85,740.05,699.6,798.8,705.15,1112.55
2024-03-27,7674.8,388.4,44.2,1384.0,1225.1,3122.1,1322.8,780.1,1052.85,7022.75,180.85,243.1,189.75,1686.05,1348.25,429.45,2456.05,4420.55,149.8,3281.05,752.0,1440.7,92.95,77.8,133.55,3546.65,929.95,142.85,97.5,1775.6,462.1,1891.75,3356.8,1672.8,788.0,362.5,556.7,256.0,692.55,733.3,681.45,850.35,711.95,1091.05
2024-03-28,7785.15,394.2,44.3,1398.6,1221.45,3197.1,1341.85,781.0,1047.2,7245.25,180.0,247.3,185.95,1711.95,1329.35,434.1,2422.0,4525.6,150.2,3327.0,744.4,1447.9,91.8,75.4,134.35,3548.65,929.7,142.35,97.45,1785.5,507.75,1864.1,3349.6,1683.75,795.2,353.1,549.25,252.9,682.55,752.35,705.95,840.55,702.55,1096.2
2024-04-01,7745.3,406.95,48.45,1397.2,1251.25,3252.1,1375.9,798.45,1053.1,7250.95,187.85,253.75,201.4,1837.7,1347.65,442.05,2563.55,4483.3,152.35,3403.35,796.5,1470.5,98.6,77.5,140.3,3548.95,970.15,144.8,103.3,1790.7,522.5,2000.8,3562.2,1771.5,794.45,368.8,571.65,261.75,688.05,758.3,684.2,882.8,708.4,1086.9
2024-04-02,7701.75,408.8,50.8,1409.45,1277.8,3268.75,1404.15,816.75,1047.2,7207.4,193.1,252.2,211.25,1876.2,1328.45,443.2,2713.3,4411.85,154.05,3543.0,806.8,1480.15,99.05,79.15,142.4,3567.8,1003.8,146.1,104.55,1757.4,534.8,1995.55,3575.9,1896.05,794.65,378.4,601.0,264.4,692.35,766.4,678.2,864.2,723.4,1131.15
2024-04-03,7997.9,412.25,51.1,1475.9,1343.0,3233.45,1397.2,825.15,1063.25,7309.25,190.5,251.8,209.2,1876.4,1343.15,445.5,2739.0,4460.9,154.5,3589.3,818.45,1482.3,98.6,78.4,143.85,3490.85,1014.65,145.3,105.6,1731.15,540.0,2236.7,3573.9,1885.5,793.25,395.7,607.1,265.05,695.2,771.05,670.5,855.4,721.35,1119.5
2024-04-04,8027.5,414.1,54.3,1514.55,1337.65,3210.8,1366.85,850.2,1062.95,7283.4,197.95,251.5,209.05,1877.55,1335.95,448.85,2692.9,4645.05,152.45,3540.95,821.75,1527.6,97.4,79.45,144.8,3484.05,998.15,143.75,104.55,1749.15,541.9,2195.25,3590.5,1953.6,790.9,402.1,612.25,263.95,694.15,759.3,663.15,900.6,727.9,1117.95
2024-04-05,8041.55,414.6,55.9,1493.75,1354.25,3224.8,1375.55,844.35,1059.1,7175.65,197.35,254.95,209.15,1884.45,1348.8,446.95,2694.9,4619.25,154.55,3586.05,824.35,1549.55,99.05,80.65,145.45,3499.55,1002.95,147.85,104.65,1785.15,549.75,2200.55,3563.7,1949.3,799.05,395.35,613.6,264.1,730.35,764.75,662.6,897.9,729.5,1115.55
2024-04-08,7922.45,416.35,56.05,1450.1,1412.35,3224.55,1348.65,839.1,1076.05,7178.55,184.95,256.45,207.5,1877.25,1334.95,447.4,2653.6,4672.8,154.4,3567.15,816.65,1546.6,97.0,82.5,145.5,3599.8,1014.8,147.5,104.3,1788.4,557.9,2252.9,3597.0,1921.1,818.15,402.2,608.65,264.2,723.3,768.3,645.8,902.65,729.0,1137.35
2024-04-09,7900.05,429.9,54.9,1434.8,1399.55,3198.45,1356.5,832.05,1080.0,7193.6,182.7,255.75,223.4,1866.35,1325.35,439.85,2688.3,4716.15,155.8,3546.55,821.6,1548.55,97.05,82.15,147.95,3634.0,1010.45,147.2,102.45,1780.6,544.1,2224.25,3732.1,1877.5,831.1,393.25,619.95,262.1,752.1,764.2,644.0,891.85,730.7,1125.6
2024-04-10,7846.75,431.95,54.35,1423.55,1425.1,3242.0,1352.3,842.95,1087.8,7230.25,182.65,262.5,220.45,1882.05,1360.35,456.35,3007.0,4754.0,159.0,3565.4,818.85,1536.35,96.5,84.7,150.45,3795.3,1023.0,146.7,102.4,1825.95,553.65,2206.75,3903.95,1883.35,806.05,393.15,618.7,260.15,748.0,779.05,651.7,888.5,732.0,1145.3
2024-04-12,7753.75,436.95,53.85,1385.85,1422.25,3209.9,1344.2,841.35,1073.45,7229.55,182.95,262.5,223.45,2008.1,1358.5,455.6,2938.7,4765.05,155.95,3638.1,821.95,1518.95,99.0,84.35,151.85,3693.25,1057.65,145.3,101.25,1813.05,540.35,2214.45,3818.25,1865.35,774.15,390.25,611.9,260.2,737.65,766.3,680.0,879.2,749.05,1149.45
2024-04-15,7525.75,431.6,51.75,1381.1,1420.8,3147.45,1315.55,836.55,1057.95,7076.25,175.95,256.5,210.8,1975.95,1318.5,451.0,2836.85,4686.8,155.0,3629.25,801.05,1494.7,94.65,82.75,146.5,3595.65,1029.5,140.25,97.15,1798.15,523.95,2146.6,3727.05,1820.05,752.0,380.35,600.8,251.0,721.4,757.5,665.95,859.45,724.1,1130.65
2024-04-16,7530.0,430.4,52.3,1403.95,1417.95,3106.4,1304.35,837.7,1051.9,6954.25,173.85,257.75,211.25,1975.55,1335.2,453.2,2805.65,4644.3,152.1,3722.15,813.05,1509.25,94.15,82.7,148.2,3570.05,1016.45,141.7,98.05,1792.6,527.45,2213.0,3745.0,1822.2,768.0,380.55,605.15,257.9,725.8,751.7,677.4,879.9,710.85,1135.65
2024-04-18,7493.35,429.75,52.55,1397.95,1414.5,3019.3,1295.55,844.3,1024.0,6893.2,173.3,253.2,208.4,1965.7,1313.35,438.6,2737.35,4627.1,152.15,3677.15,808.9,1494.7,92.3,82.6,144.95,3590.1,992.95,141.95,98.55,1786.75,515.85,2158.6,3890.4,1818.65,737.75,384.6,607.05,259.9,726.0,744.8,677.5,858.4,708.65,1134.55
2024-04-19,7451.0,428.1,52.95,1396.1,1441.85,3026.95,1310.0,831.95,1029.1,7119.5,173.55,254.55,207.55,1940.3,1297.75,435.3,2795.3,4696.0,151.85,3751.3,812.35,1531.3,91.8,81.85,147.65,3560.2,992.0,141.0,98.4,1792.65,506.9,2189.1,3792.15,1773.95,733.0,376.2,612.2,258.45,732.1,750.45,681.25,870.25,713.9,1138.1
2024-04-22,7436.65,427.95,53.05,1430.3,1525.7,3063.35,1321.1,834.2,1053.95,7292.2,180.8,259.35,208.15,2012.2,1304.8,442.95,2909.05,4758.0,153.5,3785.5,809.35,1512.2,95.1,83.2,148.9,3727.0,1000.05,144.1,99.4,1809.95,515.5,2172.1,3903.25,1790.85,736.15,378.35,620.85,264.15,739.7,766.1,661.2,878.65,705.25,1170.95
2024-07-16,6998.2,436.9,44.6,1599.0,2054.35,3109.3,1499.05,890.1,1304.0,7059.1,198.43,320.0,270.61,2383.05,1476.2,512.45,3304.4,5039.85,195.35,5329.4,828.1,1619.75,120.13,77.95,177.34,4431.1,1029.0,212.11,163.89,1805.3,557.5,5405.0,3950.55,1981.1,1049.05,500.0,699.85,620.15,730.9,880.7,714.15,730.25,752.0,1176.25
2024-07-18,7034.4,429.95,43.92,1590.65,2045.25,3092.2,1493.9,879.35,1309.4,7110.0,195.93,308.6,260.82,2331.95,1479.1,505.25,3152.45,5083.45,196.6,5015.75,828.4,1614.8,117.84,77.74,173.56,4417.25,1010.25,205.82,159.52,1826.75,539.7,5190.75,4067.85,1947.3,1026.0,487.7,689.5,586.15,733.5,893.55,711.5,725.3,766.5,1193.4
2024-07-19,6980.55,414.15,43.43,1559.7,2008.3,3005.7,1469.3,881.1,1292.35,6932.3,192.45,294.1,246.94,2285.2,1459.0,488.0,3166.85,5010.7,191.47,4800.25,814.85,1607.3,115.5,76.02,169.07,4281.4,989.1,205.77,150.35,1821.6,521.05,5130.7,3824.15,1898.8,1004.35,475.1,671.35,613.75,718.6,889.35,693.5,711.1,750.1,1188.0
2024-07-22,6964.25,424.05,44.53,1562.55,2037.85,3000.85,1467.35,891.4,1282.5,6884.25,197.94,304.9,250.22,2291.1,1451.8,491.2,3192.8,5012.85,192.93,4997.25,805.15,1642.55,117.45,77.59,171.54,4336.55,1006.25,204.58,148.74,1757.55,534.5,5325.15,3805.8,1890.9,1021.65,473.6,674.05,624.1,727.75,876.8,708.0,705.85,753.05,1204.8
2024-07-23,6994.15,416.45,44.31,1548.8,2047.35,2995.35,1507.35,891.15,1263.25,6727.1,195.52,307.35,246.6,2323.25,1461.95,487.0,3096.25,5065.25,197.96,4856.1,812.4,1618.4,112.53,76.59,168.24,4315.4,972.9,194.14,157.08,1768.9,524.0,5061.25,3916.35,1887.7,1057.85,495.85,676.25,590.3,730.85,863.9,698.05,699.15,757.75,1256.9
2024-07-24,6938.05,419.95,44.49,1612.0,2008.05,2970.7,1484.8,919.0,1239.25,6607.15,188.1,309.15,270.55,2383.6,1476.3,493.8,3086.85,5158.45,201.23,4849.5,827.85,1604.05,119.46,75.66,174.43,4375.8,974.2,192.27,163.54,1746.2,532.3,5047.7,4066.6,1876.75,1087.55,503.75,677.3,593.75,743.6,852.0,687.45,711.55,745.75,1231.25
2024-07-25,6869.7,423.35,43.9,1652.1,2036.95,2973.5,1487.0,909.25,1175.9,6647.75,185.83,311.55,270.94,2415.8,1519.5,494.0,3393.95,5171.35,204.67,4830.05,817.0,1616.6,118.31,74.66,176.1,4432.2,969.15,183.56,163.78,1775.15,528.95,4856.5,4183.8,1904.05,1060.35,494.9,670.25,575.7,730.5,848.5,697.9,697.25,786.8,1223.6
2024-07-26,6961.6,444.7,43.16,1676.65,2057.3,3080.5,1542.75,904.5,1177.35,6789.75,192.5,317.3,266.01,2446.8,1530.55,509.85,3296.8,5071.6,198.0,4905.4,818.5,1618.15,123.25,74.48,176.66,4493.4,984.15,183.44,161.96,1813.85,542.85,4858.15,4140.0,1913.55,1077.65,499.85,671.9,552.35,721.7,862.45,690.25,701.5,782.8,1213.65
2024-07-29,6930.2,442.25,44.17,1685.3,2151.3,3089.35,1548.7,910.15,1170.05,6812.45,218.87,323.05,268.3,2446.0,1515.6,512.15,3352.45,5112.85,201.01,5030.0,814.55,1605.05,129.82,74.83,187.04,4439.3,991.45,195.27,157.14,1793.9,521.15,5340.4,4202.5,1914.6,1070.0,498.95,669.55,606.3,707.9,871.6,685.05,667.3,796.25,1201.4
2024-07-30,6925.6,444.1,45.16,1577.4,2133.15,3128.75,1546.25,914.9,1170.0,6823.6,219.77,317.4,271.19,2453.0,1583.3,519.35,3283.55,5027.2,201.84,4953.65,817.0,1615.55,134.81,76.04,188.86,4474.0,989.6,195.46,157.6,1786.1,521.05,5369.05,4202.15,1917.1,1024.8,528.25,670.05,614.45,719.0,872.8,679.0,669.65,793.7,1194.9
2024-07-31,6984.5,453.6,44.84,1577.4,2144.55,3169.4,1569.9,894.2,1166.1,6806.95,218.08,315.25,262.14,2501.5,1621.6,522.2,3188.4,4935.95,201.39,4922.85,813.25,1615.75,134.54,75.99,192.11,4472.2,987.65,193.65,160.96,1807.9,514.3,5243.5,4289.7,1904.65,1029.2,513.05,673.55,601.5,726.85,872.4,679.25,670.9,807.8,1188.95
2024-08-01,6942.95,464.4,45.11,1575.75,2132.8,3217.25,1590.15,895.95,1172.3,6771.65,213.71,308.5,255.7,2437.8,1562.05,540.4,3166.5,4993.8,200.75,4813.3,812.85,1638.8,134.37,75.39,190.43,4404.3,980.5,189.78,157.26,1792.65,509.55,5107.65,4380.55,1887.75,1055.5,507.65,645.9,595.5,720.45,862.65,672.55,670.45,828.5,1208.35
2024-08-02,6911.05,460.35,44.78,1572.35,2131.15,3160.9,1588.0,905.7,1160.85,6725.0,212.53,301.65,260.1,2453.2,1649.8,524.5,3162.55,4909.7,197.71,4695.75,806.0,1659.15,132.77,74.31,195.32,4312.5,966.4,192.33,155.52,1803.45,509.35,5095.6,4330.4,1864.2,1021.25,499.6,634.6,589.8,714.55,847.85,689.2,651.35,820.75,1193.65
2024-08-05,6777.8,434.8,43.1,1504.75,2030.9,3038.2,1493.85,869.3,1133.5,6596.7,202.24,291.65,247.1,2310.9,1590.45,506.8,2962.9,4817.45,192.85,4591.1,774.0,1615.75,124.46,72.01,188.31,4220.4,925.5,179.38,144.74,1773.65,484.05,4799.5,4198.85,1759.15,955.7,472.05,604.9,550.8,702.35,811.65,658.35,611.3,800.7,1199.4
2024-08-06,6696.0,436.7,42.97,1461.95,2041.75,3072.7,1494.1,866.2,1126.1,6538.35,201.08,287.55,241.85,2292.85,1551.65,499.6,2853.45,4909.9,191.37,4514.3,777.4,1601.2,123.65,71.76,189.91,4261.45,919.15,176.36,144.5,1770.55,485.15,4641.25,4148.65,1778.15,958.25,466.35,592.1,546.05,698.65,797.7,651.35,601.35,820.95,1185.6
2024-08-07,6844.45,430.3,42.54,1519.85,2067.35,3185.95,1543.8,877.1,1136.8,6637.15,203.61,304.6,255.85,2349.05,1589.25,531.5,2991.1,5018.5,192.7,4740.45,778.1,1623.5,137.9,72.53,197.87,4317.9,930.85,182.41,154.22,1776.55,493.45,4845.3,4288.3,1804.95,976.7,479.05,582.4,565.8,713.9,808.65,655.65,597.8,850.35,1199.6
2024-08-08,6819.5,417.95,42.36,1489.55,2097.7,3167.55,1519.0,873.9,1138.15,6582.2,199.18,297.85,255.55,2453.2,1590.75,523.45,2959.6,4980.1,193.78,4667.85,777.3,1642.7,136.44,72.03,193.62,4256.95,925.8,180.92,150.56,1772.75,489.85,4885.1,4213.0,1826.5,1014.45,473.15,606.0,538.45,715.6,808.05,655.3,595.25,841.35,1178.3
2024-08-09,6875.75,417.75,42.29,1508.6,2089.5,3187.55,1533.8,880.7,1142.75,6618.2,199.5,302.2,256.25,2565.25,1604.5,529.8,2960.65,4989.95,197.56,4723.9,776.4,1650.2,132.51,72.86,192.67,4290.2,926.95,179.79,150.41,1769.65,492.05,4917.8,4377.95,1811.7,1030.75,489.55,594.65,518.15,709.8,824.3,678.8,601.2,840.45,1186.15
2024-08-12,6834.4,418.15,41.91,1473.25,2094.45,3151.75,1501.4,880.7,1164.3,6608.15,197.05,298.7,255.1,2573.8,1636.3,523.95,2912.7,5013.8,201.24,4726.55,772.65,1660.1,140.42,71.79,194.44,4251.65,924.4,184.56,151.8,1772.55,492.55,4962.15,4427.7,1793.65,1046.75,498.3,596.55,575.85,699.95,812.6,665.65,605.0,824.8,1170.8
2024-08-13,6791.0,408.25,41.75,1489.5,2043.3,3092.2,1483.45,902.8,1159.6,6465.05,192.6,289.95,250.3,2528.25,1593.5,521.75,2996.85,4929.5,202.2,4701.35,754.65,1603.2,136.42,71.37,187.96,4227.4,918.45,181.65,146.61,1752.05,473.35,4833.6,4357.55,1783.25,1036.6,488.7,588.3,569.45,691.9,797.55,659.5,601.05,825.25,1178.8
2024-08-14,6827.75,405.45,41.92,1462.1,2074.65,3040.1,1461.95,902.7,1153.1,6458.5,189.99,290.0,245.45,2560.6,1590.3,504.7,2923.5,4960.3,202.73,4661.7,751.4,1607.8,131.39,70.6,185.81,4209.9,909.85,179.06,146.95,1747.9,487.35,4998.5,4379.55,1738.5,1026.6,549.3,582.05,554.1,689.65,803.0,652.35,588.15,815.75,1167.55
2024-08-16,6799.65,413.65,41.95,1421.85,2096.95,3108.8,1493.45,902.8,1166.85,6590.9,191.59,296.55,252.3,2788.15,1577.35,512.3,2920.35,5021.3,203.67,4769.8,766.1,1632.1,131.71,71.96,194.82,4277.7,924.75,178.77,153.68,1777.3,495.0,4974.95,4636.35,1713.75,1085.85,570.45,599.15,570.65,698.65,812.1,686.7,588.0,830.95,1187.75
2024-08-19,6927.5,418.8,41.29,1508.4,2100.45,3102.55,1496.45,906.85,1153.25,6616.35,192.02,293.75,253.4,2876.15,1554.2,522.0,2867.9,5002.7,202.69,4792.25,773.25,1631.55,137.54,72.01,196.32,4231.95,937.7,180.17,161.98,1781.35,494.7,4724.75,4771.8,1735.1,1072.4,562.05,600.2,573.5,699.9,813.7,690.4,609.2,824.95,1177.4
2024-08-20,6929.35,422.3,43.39,1491.6,2061.6,3070.65,1492.55,912.8,1168.0,6722.2,196.91,296.4,250.7,2886.1,1564.9,524.6,2859.55,5079.2,203.7,4736.05,786.3,1637.7,140.79,73.35,195.32,4302.05,931.0,179.91,163.65,1805.65,501.05,4299.55,4774.35,1758.65,1113.4,574.15,601.55,561.7,710.7,820.3,699.6,607.0,829.25,1171.2
2024-08-21,6926.5,424.5,43.71,1546.1,2065.5,3115.7,1503.5,899.2,1174.4,6735.35,203.77,296.65,268.5,2866.1,1564.7,532.2,2880.5,5099.45,203.25,4731.15,801.4,1625.8,146.61,73.63,196.25,4299.85,934.8,180.53,165.32,1812.95,499.1,4539.65,4798.35,1752.2,1086.5,576.9,608.45,563.9,709.55,815.55,681.95,617.4,834.1,1177.55
2024-08-22,6963.7,422.95,43.78,1594.2,2059.55,3099.05,1492.3,910.65,1169.95,6743.6,205.43,299.65,270.85,2898.1,1563.25,528.85,2870.4,5057.85,203.32,4768.1,796.8,1631.3,145.61,75.36,195.55,4483.15,939.4,181.44,164.2,1821.5,510.9,4467.95,4778.85,1755.4,1075.1,574.6,608.65,570.75,714.45,820.3,689.95,620.25,842.05,1205.8
2024-08-23,7088.15,417.95,43.38,1582.1,2042.95,3076.35,1491.3,902.8,1165.95,6735.85,201.72,296.2,266.3,1568.5,1549.9,538.85,2881.3,4901.5,199.56,4822.75,789.75,1625.05,149.98,74.42,188.97,4710.45,923.3,183.41,165.98,1818.0,504.45,4411.6,4858.2,1803.9,1074.2,594.65,582.0,572.7,716.65,815.35,695.35,615.0,842.55,1196.8
2024-08-26,7683.05,422.5,43.73,1576.0,2008.75,3069.0,1482.55,874.2,1170.3,6778.35,200.06,297.3,263.4,1539.1,1516.85,538.1,2865.55,4959.4,198.73,4802.0,804.15,1639.95,146.15,74.11,188.95,4720.1,931.0,181.05,164.89,1812.5,497.0,4307.5,4881.35,1804.3,1047.75,599.85,588.6,577.2,720.35,815.05,715.7,621.25,853.5,1220.05
2024-08-27,8971.4,428.15,43.91,1564.75,2018.5,3067.1,1478.35,891.1,1181.25,6863.6,201.06,297.8,274.85,1534.7,1527.75,531.4,2873.1,4958.55,196.92,4721.45,806.0,1637.75,148.02,74.58,195.56,4746.75,930.4,180.85,163.32,1803.35,494.6,4293.85,4855.45,1799.85,1033.15,628.0,594.1,576.1,736.75,815.9,707.45,623.1,826.3,1209.6
2024-08-28,8227.5,431.4,43.72,1528.0,2073.95,3028.0,1469.8,886.6,1170.95,6900.0,196.66,294.6,274.25,1493.25,1514.1,526.35,2871.85,4964.85,195.56,4685.15,812.4,1637.1,146.36,74.09,203.51,4859.85,927.0,180.96,161.97,1791.3,492.45,4313.65,4978.7,1794.15,1063.6,636.4,592.55,578.2,731.3,809.4,700.1,620.95,843.7,1201.15
