symbol,weight,n,mu,sigma,skew,kurt,z_last
NEWGEN,0.07929370475981574,757,0.02516375114136441,0.152933569210542,-0.5243724911620141,1.3823193422341942,0.1622471301586913
UJJIVANSFB,0.07030050449660012,839,0.023644513092775946,0.10663998181971103,0.3336179330049109,-0.5605277643573028,2.272700373241218
BAJFINANCE,0.050010967317394156,839,-0.052429040378662285,0.3691514475864206,-5.628177187350865,31.57728028886705,1.7989656379194556
MCX,0.04672077209914454,839,0.04285902858862734,0.11148231832790015,0.14515497371529287,-0.37102052249569883,-0.736597423107946
ACI,0.04551436718578636,680,0.009084524799174983,0.10801004088354602,-0.02069935695566257,0.06981691216447716,1.7310144639102836
TATACONSUM,0.040469401184470274,839,0.007505078995358113,0.06473762848475743,0.10585147589639146,0.90584723618921,1.3239070997915667
MTARTECH,0.04003070848870366,839,-0.0044249385965265545,0.09773194768234912,0.24806623070379535,0.24632538716746577,-0.6275430539791775
AVALON,0.03992103531476201,580,0.029714388314958037,0.14282299295964154,0.05510056531914656,1.56359473446522,-0.7977202239341937
TATAELXSI,0.036740513270454044,839,-0.010867472164109432,0.09180877666370635,0.2533499538438072,0.21220169437702907,1.817761883616467
JIOFIN,0.034437376617679316,484,0.011859830981906681,0.10133103736660265,-0.062091924713811975,0.2523858919190629,-1.2212146264509827
INDIGO,0.030160122833954812,839,0.02749570719590354,0.08106931356098035,-0.3337788648593421,-0.29973365441777355,-1.4440900036312463
DATAPATTNS,0.029940776486071505,839,0.028678076601095247,0.14895174019146964,0.14378421982659675,0.05491655574703813,1.7135841004975358
RVNL,0.027418293485413466,839,0.0565139161978989,0.17947487685283744,1.1836187648512628,1.3605867139334977,1.573914208638846
CDSL,0.025663522702347,839,0.0013507997009477369,0.14832705628802886,-1.3352656498847515,4.310062762511539,1.1298849488035245
MAZDOCK,0.025115156832638735,839,0.056575298714161094,0.21786125392350225,-0.8230618027695249,3.5269942166961847,0.7821576669242812
ADANIENT,0.019083132265847774,839,0.0019475443115120625,0.16381271829579921,-2.4381285239204624,11.337429593376363,2.304959786736852
ADANIPORTS,0.019083132265847774,839,0.012288616361123862,0.1073350002564201,-0.7538665734143779,3.2268332038647483,2.452722333223529
AETHER,0.017876727352489578,795,-0.0010255630260555559,0.07139151871798524,0.4212258684983165,0.07621346412032803,1.51767791923725
INOXINDIA,0.017767054178547927,410,0.01201212891492134,0.10556501824280176,0.9433814526036823,1.361950710418847,1.4645031010859921
HDFCBANK,0.017109015134898004,839,-0.0011158121715927488,0.09853298169486949,-5.018446286813335,34.958052948811925,-0.9447828521566395
DMART,0.01667032243913139,839,0.0032046453304151027,0.08122532162097255,-0.3400498138756853,1.1740812851716145,-0.2541647711961016
SYNGENE,0.015025224830006581,839,0.001340226810515916,0.07285915460581778,-0.3119439069757672,-0.20995059408156758,-0.09437254452567186
