symbol,weight,n,mu,sigma,skew,kurt,z_last
KOTAKBANK,0.009212546611098923,654,0.02791115101003082,0.0957720368732351,0.4816669531092417,-0.08022838004216837,-0.27405137794948276
LATENTVIEW,0.00910287343715727,444,0.04333781817655609,0.25823408414265503,0.0913399764848606,-1.382932812483974,1.4030425356077796
BHEL,0.008883527089273964,654,0.5350305398997304,0.49955381878777805,-0.1645877235360472,-1.0813638785573347,1.7952415866910434
IRFC,0.00877385391533231,654,0.6882154898779217,0.6949873956096996,0.04221639437042326,-1.250216920983158,1.2778550760281562
ZOMATO,0.008554507567449002,654,0.5187918157107386,0.48307904088240183,-0.5098399800891783,-0.4444048511486822,1.7170168030359214
HFCL,0.008444834393507348,654,0.11495695606617891,0.368732144995231,0.06906882485263434,-0.7987973238300099,-1.4342488511558797
IEX,0.007567449001974116,654,0.008152477959935067,0.2728246623821213,-0.1561798975807125,-0.9065031049133427,-1.3650248821982924
AXISBANK,0.007457775828032464,654,0.14420049755090683,0.13599980993690844,-0.3371741899094879,-0.5039066412492303,-0.9684707311879935
IDFCFIRSTB,0.007457775828032464,654,0.15798761687589336,0.3745405824076581,0.2738180796751979,-1.0771984205212368,1.0331419586718853
PREMIERENE,0.007019083132265847,52,0.21092439185339093,0.0339780123521361,0.35041118069843863,-0.850213390348511,-0.9483086801819144
IRCTC,0.0062513709146742695,654,0.040036950554813364,0.28804352737122796,0.3476704424799723,-1.2965504183539054,-0.8551626164343559
PRINCEPIPE,0.0061416977407326165,654,-0.19964337088769768,0.34516310852405296,-0.5887036874083627,-1.0758358927834473,0.510955180449265
VINCOFE,0.006032024566790963,20,0.05874326981591351,0.021841471718489915,1.1527279715882772,0.977887885377684,-1.541875508870672
WAAREERTL,0.005922351392849309,0,,,,,
VBL,0.005593331871024347,654,-0.2406836350076736,0.5691372237953001,-0.3257734123510998,-0.9982358885852536,-1.2725131030253218
CLEAN,0.005593331871024347,654,-0.09301023476768068,0.14656796173290138,-0.2790925987299604,-0.5689802173430683,0.7809571737966462
COALINDIA,0.005483658697082693,654,0.2619226336341261,0.3411569533425056,0.04130433260083391,-1.1178976916807093,1.8292780258902919
FEDERALBNK,0.005154639175257731,654,0.22939194462713502,0.1029587368686709,-0.41658370594166605,-0.2095969414447807,1.97157324285974
TATAPOWER,0.004496600131607808,654,0.21060532039485713,0.3383201254712068,0.34505877226362625,-1.430199268607989,0.2272838167956165
SBICARD,0.004277253783724501,654,-0.013191476813378407,0.14594918733320097,0.581340918206356,-0.648670487829389,-1.3938688203872742
PPL,0.0038385610879578848,654,0.37711102829906307,0.4657785623370694,0.043303852964405566,-1.294767445120051,-1.1366100749218284
RTNPOWER,0.0028515025224830006,403,0.2316005261207025,0.5835993436926483,0.23024138661867033,-1.259102072339295,-0.1923539668097029
WHIRLPOOL,0.002412809826716385,654,-0.03497363399934053,0.21924550832097225,0.19134426615643013,-0.6533511899382032,-0.1994890464660095
HAPPSTMNDS,0.0013160780872998462,654,-0.1444100495014403,0.12258425909827851,0.2689197042135375,-0.4783554209617087,-0.8559681690105351
CASTROLIND,0.0012064049133581926,654,0.24537479185325717,0.24228139747063973,0.11072669317707409,-0.8531221254259265,-1.3108968733314192
SBIN,0.0009870585654748847,654,0.15963247548375595,0.15624730003857668,0.1285564632727445,-1.4041157001616127,-0.606875290703659
