metric,σ_real_21_d,σ_real_63_d,σ_real_252_d,σ_EWMA_0.94_d,σ_EWMA_0.97_d,σ_real_21_ann,σ_real_63_ann,σ_real_252_ann,σ_EWMA_0.94_ann,σ_EWMA_0.97_ann
volatility,0.011200327054865414,0.0167681098029148,0.015422134909980227,0.011760790608389743,0.013697276388881,0.17779967993857423,0.2661854909708211,0.24481880194497108,0.18669676302781973,0.2174375217833758
