,ZOMATO,ACI,ADANIENT,ADANIPORTS,AEROFLEX,AETHER,AVALON,AXISBANK,BAJFINANCE,BANDHANBNK,BHEL,CASTROLIND,CDSL,CLEAN,COALINDIA,DATAPATTNS,DCXINDIA,DMART,FEDERALBNK,HAL,HAPPSTMNDS,HDFCBANK,HFCL,IDFCFIRSTB,IEX,INDIGO,INOXINDIA,IRCTC,IREDA,IRFC,JIOFIN,KELLTONTEC,KOTAKBANK,LATENTVIEW,MAZDOCK,MCX,MTARTECH,NEWGEN,PPL,PREMIERENE,PRINCEPIPE,RTNPOWER,RVNL,SBICARD,SBIN,SONACOMS,SPANDANA,SWIGGY,SYNGENE,TATACONSUM,TATAELXSI,TATAPOWER,UJJIVANSFB,VBL,VINCOFE,WAAREERTL,WHIRLPOOL
full_sample,0.13037583000363712,0.10200720506104244,0.15398656888485024,0.1598782698412506,0.134736448387194,0.05558762435015613,0.11124503691775885,0.12057832857108647,0.1026852104006794,0.13555407711577763,0.13777654738040718,0.09936232288898393,0.11629579597904723,0.08405337529781726,0.09276558970663284,0.08781657748259923,0.10897919075184427,0.04219472512022863,0.10785692809971932,0.10906315562868778,0.07660422987312984,1.0,0.1772773054159588,0.12387301733308585,0.13215668128609445,0.08601209015936814,0.13468248004457023,0.1078303549392114,0.1809332609531015,0.10560806491500015,0.1368570196389276,0.1348594971929204,0.1117595376044557,0.06938286414457326,0.1389534093903852,0.1565213055841445,0.09372151605670795,0.09755031330809215,0.09328454928052245,0.08325063768579759,0.07355919632239265,0.10502449195589761,0.09968497394350144,0.091219170970613,0.1102161695115926,0.057683906462169636,0.12636453276464815,0.04802961466493747,0.08108127463179648,0.050518834945189134,0.07890738628008236,0.11474269857003595,0.10937690525723875,0.06601483181382894,0.011206475015887403,0.317795193177346,0.061293194988260365
