,UJJIVANSFB,NEWGEN,RVNL,TATACONSUM,DATAPATTNS,BAJFINANCE,AVALON,MCX,INDIGO,IRFC,HDFCBANK,DMART,AXISBANK,CDSL,IRCTC,ADANIPORTS,ZOMATO,INOXINDIA,ACI,MAZDOCK,SWIGGY,SYNGENE,PPL,AEROFLEX,IDFCFIRSTB,VINCOFE,KOTAKBANK,SBICARD,ADANIENT,SBIN,JIOFIN,CASTROLIND,HAPPSTMNDS,HAL,FEDERALBNK,IREDA,WAAREERTL,TATAPOWER,KELLTONTEC,PREMIERENE,CLEAN,COALINDIA,RTNPOWER,BHEL,WHIRLPOOL,VBL,LATENTVIEW,BANDHANBNK,HFCL,AETHER,SPANDANA,SONACOMS,IEX,DCXINDIA,MTARTECH,TATAELXSI,PRINCEPIPE,RAILTEL,MANINDS,COCHINSHIP,NIFTY50
full_sample,1.189578538561762,1.2207325352463274,1.4989848720834678,0.7767992706395448,1.425996243642591,1.4421852783537328,0.8192940314327719,1.1520902171089509,1.1721176112771365,1.0663905939167286,1.239702587326054,0.9276359480924391,1.1174177263848972,1.3567133969397396,1.7119499204807167,1.486602962980783,1.3117811525604128,0.9234937928620108,0.5881353874048193,1.4595829717841133,1.0584448368219843,0.7601702724778675,1.22516835537786,1.2081939233595989,1.2190648182404542,1.584118934324196,0.9197786935135672,0.9153413113732827,1.5275376631441815,1.3068094406718447,1.179545185541144,0.8330381956556466,0.8820282389735091,1.3141664741080046,1.1681454460521012,1.9343296514951744,1.30117654139048,1.4644135269577854,1.8372741479008645,1.789355878674592,0.967359681026941,0.9203184158356142,1.418688407608645,1.6506102764383748,0.6074788666341391,0.5759112390321658,1.4900034811793967,1.269982181356577,1.7086666505920216,0.2686811022367632,1.5410317138934522,1.1157338399697225,1.21032173610079,1.3305563850086444,1.1388975117815725,1.08829971162735,1.1771516192112106,1.4166266567886554,1.24987769780541,1.1287327945694203,1.0
