,symbol,window,R_s,R_m,beta,sys_ret,alpha
49,SWIGGY,21,1.3608241224190865,0.21061484910551975,0.9628337178038904,0.20278707818897296,1.1580370442301136
50,SYNGENE,21,-0.7160210064126185,0.21061484910551975,3.5358464463164503,0.7447017657512274,-1.4607227721638458
51,TATACONSUM,21,0.7392362100894685,0.21061484910551975,1.056116559709588,0.22243382986107554,0.516802380228393
52,TATAELXSI,21,-0.6332130780623366,0.21061484910551975,4.066446564085779,0.8564540294905856,-1.4896671075529222
53,TATAPOWER,21,0.15872839322574972,0.21061484910551975,1.2877399780560037,0.27121716116541056,-0.11248876793966084
54,UJJIVANSFB,21,0.8975816685860867,0.21061484910551975,3.6900846144415733,0.777186614257212,0.12039505432887465
55,VBL,21,-1.5810627389345848,0.21061484910551975,-0.2722420588235097,-0.057338220139289534,-1.5237245187952952
56,VINCOFE,21,-0.07900708222794162,0.21061484910551975,2.5460681957497044,0.536239768860187,-0.6152468510881286
57,WAAREERTL,21,0.6105850339461485,0.21061484910551975,3.9812078863909064,0.8385014982499259,-0.22791646430377743
58,WHIRLPOOL,21,0.4355588420288248,0.21061484910551975,3.5181899413741693,0.740983043627078,-0.30542420159825323
59,ZOMATO,21,1.129083846842395,0.21061484910551975,-0.31533935955447734,-0.06641515162959748,1.1954989984719924
60,ACI,63,2.1137807038022203,-0.03745870175799482,1.0199632782576626,-0.03820650024436047,2.1519872040465806
61,ADANIENT,63,-0.9267885412315104,-0.03745870175799482,2.944967122972721,-0.1103146451465352,-0.8164738960849752
62,ADANIPORTS,63,-0.5078895308098561,-0.03745870175799482,1.6901929503974915,-0.06331243364240496,-0.44457709716745114
63,AEROFLEX,63,0.10692513381704405,-0.03745870175799482,4.097406021898074,-0.15348351015569192,0.260408643972736
64,AETHER,63,-1.0424931474706804,-0.03745870175799482,0.49978723772111067,-0.01872138108024714,-1.0237717663904333
65,AVALON,63,2.5282949143277342,-0.03745870175799482,0.7259720823818299,-0.027193971718571408,2.5554888860463056
66,AXISBANK,63,-1.9175949111985346,-0.03745870175799482,1.9355195948711028,-0.0725020512510316,-1.8450928599475032
67,BAJFINANCE,63,-21.988859455411507,-0.03745870175799482,-18.065564674961013,0.6767125992491312,-22.66557205466064
68,BANDHANBNK,63,-1.918518140484923,-0.03745870175799482,1.8361508763578884,-0.06877982806017095,-1.849738312424752
69,BHEL,63,-2.6150224823178903,-0.03745870175799482,2.8016452295249294,-0.10494599308448327,-2.510076489233407
70,CASTROLIND,63,-1.4572934206428219,-0.03745870175799482,0.64115191968726,-0.02401671854113092,-1.433276702101691
71,CDSL,63,-2.4563082095477133,-0.03745870175799482,2.654939394528405,-0.09945058296519087,-2.3568576265825225
72,CLEAN,63,-5.012086906218206,-0.03745870175799482,3.265117003523555,-0.12230704403994655,-4.889779862178259
73,COALINDIA,63,-0.14821167317182748,-0.03745870175799482,0.4388061238411677,-0.016437107722548038,-0.13177456544927946
74,COCHINSHIP,63,-4.0569005345225975,-0.03745870175799482,2.8888850853192904,-0.1082138848240947,-3.948686649698503
75,DATAPATTNS,63,-2.351809529981134,-0.03745870175799482,2.8166743058617034,-0.10550896277268063,-2.2463005672084533
76,DCXINDIA,63,-2.2033638186476923,-0.03745870175799482,1.0364035529001416,-0.03882233158901261,-2.1645414870586794
77,DMART,63,2.3925361936603498,-0.03745870175799482,0.7178238747911346,-0.026888750440569327,2.419424944100919
78,FEDERALBNK,63,-1.4764977899615497,-0.03745870175799482,1.670269109872926,-0.06256611244232141,-1.4139316775192283
79,HAL,63,-1.3838282168055684,-0.03745870175799482,1.9940166188748787,-0.0746932738269193,-1.3091349429786492
80,HAPPSTMNDS,63,-2.0131260527044743,-0.03745870175799482,1.6767735544533842,-0.0628097604919622,-1.9503162922125121
81,HDFCBANK,63,-14.952842077944634,-0.03745870175799482,-4.702049235072072,0.1761326599479724,-15.128974737892607
82,HFCL,63,-3.5619148068611475,-0.03745870175799482,2.116951081622615,-0.07929823920276609,-3.4826165676583813
83,IDFCFIRSTB,63,0.1892424202365559,-0.03745870175799482,3.0209293922926115,-0.11316009313784946,0.3024025133744054
84,IEX,63,-6.1659903945964505,-0.03745870175799482,7.691445621123655,-0.2881115676095062,-5.877878826986945
85,INDIGO,63,0.7100711920884653,-0.03745870175799482,0.47989938477649313,-0.017976407928187853,0.7280476000166531
86,INOXINDIA,63,-0.14734977503356905,-0.03745870175799482,2.779967786436544,-0.10413398420895953,-0.043215790824609523
87,IRCTC,63,-1.514609932327211,-0.03745870175799482,1.4283764583014344,-0.05350512774965435,-1.4611048045775568
88,IREDA,63,-2.8514130714308727,-0.03745870175799482,2.307191516457597,-0.08642439891356092,-2.764988672517312
89,IRFC,63,-2.376012817084338,-0.03745870175799482,1.4247766344613646,-0.053370283022047854,-2.3226425340622905
90,JIOFIN,63,0.861739534863518,-0.03745870175799482,0.8341513913134824,-0.031246228188228163,0.8929857630517462
91,KELLTONTEC,63,-33.29382347650173,-0.03745870175799482,31.515244223528494,-1.1805201341995228,-32.1133033423022
92,KOTAKBANK,63,-1.4600228245227456,-0.03745870175799482,2.31284733631524,-0.08663625858280531,-1.3733865659399402
93,LATENTVIEW,63,0.47206193359477044,-0.03745870175799482,2.1780466815085315,-0.08158680105761841,0.5536487346523888
94,MANINDS,63,1.473664020944593,-0.03745870175799482,1.0822639381641816,-0.040540202083125025,1.514204223027718
95,MAZDOCK,63,-3.171614046145506,-0.03745870175799482,3.139528785337094,-0.11760267243058194,-3.054011373714924
96,MCX,63,-0.07058577468630389,-0.03745870175799482,3.3709716189578067,-0.12627222050920542,0.055686445822901526
97,MTARTECH,63,-0.4951375439647956,-0.03745870175799482,1.2427730921123628,-0.04655266661029802,-0.4485848773544976
98,NEWGEN,63,-6.1445243617835805,-0.03745870175799482,3.744423434441657,-0.1402612406863967,-6.004263121097184
99,PPL,63,-4.932548306120993,-0.03745870175799482,1.046206119650709,-0.03918952301338495,-4.893358783107608
100,PREMIERENE,63,-0.05056664145378509,-0.03745870175799482,1.5423870880329869,-0.05777581792600975,0.00720917647222466
101,PRINCEPIPE,63,-0.8152529782120039,-0.03745870175799482,3.8213258549330913,-0.14314190552005324,-0.6721110726919507
102,RAILTEL,63,-3.0667527967663917,-0.03745870175799482,3.267062492785361,-0.12237991954197794,-2.9443728772244135
103,RTNPOWER,63,-1.7109734593112833,-0.03745870175799482,6.530833054041843,-0.24463652760260785,-1.4663369317086754
104,RVNL,63,-3.6841220430725636,-0.03745870175799482,2.2254240095042968,-0.08336149425710247,-3.6007605488154613
105,SBICARD,63,-2.8144559028710407,-0.03745870175799482,2.807398845054601,-0.1051615160526394,-2.709294386818401
106,SBIN,63,0.8065537840256232,-0.03745870175799482,0.46887231921251793,-0.017563348367961053,0.8241171323935842
107,SONACOMS,63,-3.045035861997814,-0.03745870175799482,-0.6162452775679582,0.02308374806219088,-3.068119610060005
108,SPANDANA,63,-1.0965688283114634,-0.03745870175799482,3.4451347178100784,-0.12905027391056137,-0.9675185544009021
109,SWIGGY,63,3.271166048835049,-0.03745870175799482,1.1100336037393577,-0.0415804177038248,3.3127464665388735
110,SYNGENE,63,0.017224761906289743,-0.03745870175799482,-1.1737768054658735,0.04396815528639805,-0.02674339338010831
111,TATACONSUM,63,0.037578962378759684,-0.03745870175799482,0.8682719739062841,-0.03252434091538095,0.07010330329414063
112,TATAELXSI,63,-3.0056996328651557,-0.03745870175799482,0.7436249024326523,-0.02785522344004272,-2.977844409425113
113,TATAPOWER,63,-0.5652480075738033,-0.03745870175799482,1.0947184957079643,-0.041006733639685364,-0.524241273934118
114,UJJIVANSFB,63,-1.1943619958396954,-0.03745870175799482,3.3123568840045823,-0.12407658863396868,-1.0702854072057266
115,VBL,63,0.15758667100952461,-0.03745870175799482,-2.6851561090543536,0.10058246186272483,0.05700420914679978
116,VINCOFE,63,4.479812260713993,-0.03745870175799482,0.07617951080704768,-0.0028535855753911423,4.482665846289384
117,WAAREERTL,63,1.0303634971103843,-0.03745870175799482,0.2115623104338205,-0.007924849489772798,1.0382883466001571
118,WHIRLPOOL,63,-0.1549598220766537,-0.03745870175799482,2.1210497389023524,-0.07945176958341599,-0.07550805249323772
119,ZOMATO,63,5.456390334543108,-0.03745870175799482,-1.7936118143421431,0.06718637002305831,5.38920396452005
