,UJJIVANSFB,NEWGEN,RVNL,TATACONSUM,DATAPATTNS,BAJFINANCE,AVALON,MCX,INDIGO,IRFC,HDFCBANK,DMART,AXISBANK,CDSL,IRCTC,ADANIPORTS,ZOMATO,INOXINDIA,ACI,MAZDOCK,SWIGGY,SYNGENE,PPL,AEROFLEX,IDFCFIRSTB,VINCOFE,KOTAKBANK,SBICARD,ADANIENT,SBIN,JIOFIN,CASTROLIND,HAPPSTMNDS,HAL,FEDERALBNK,IREDA,WAAREERTL,TATAPOWER,KELLTONTEC,PREMIERENE,CLEAN,COALINDIA,RTNPOWER,BHEL,WHIRLPOOL,VBL,LATENTVIEW,BANDHANBNK,HFCL,AETHER,SPANDANA,SONACOMS,IEX,DCXINDIA,MTARTECH,TATAELXSI,PRINCEPIPE,RAILTEL,MANINDS,COCHINSHIP,NIFTY50
full_sample,1.0982913761771134,1.3928725121972876,1.856947001537586,0.9355045853533369,1.9878517755460765,1.1719747469011732,1.0418964334330498,1.001734720439467,1.2830972631820523,1.2303727915919456,1.064473931838307,1.0987959264934903,1.2465239222618105,1.2118633167077624,2.077160854464565,1.4386439804405446,1.4114905585240984,0.8662185310381546,0.5757385364884182,2.2968318198528017,0.9084033029771391,0.6233033481155226,0.9046272755468149,0.7945028846493403,1.4980779814101692,1.2373448319219473,0.8175366952412075,1.0695046541091082,1.617399850213499,1.2830978596737506,1.3556010941472885,0.9569569972879248,1.1346411096317837,1.7261037638195023,0.9803985634257705,1.588729777420291,0.21389917756784077,1.4963415834519602,2.3473316961739648,1.4381131899588153,1.1604433503982012,0.9400743219058019,2.3047403658357326,1.8210695246049695,1.1218877331871748,0.49467043304865826,1.4820038008017797,0.8872851434444639,2.3133714843072566,0.41714470176711926,1.3717862542106793,1.1021148683309692,2.1414938169793936,1.7804957333644174,0.9101405114508023,1.4202006231708693,1.2351120488299032,1.728819515346753,1.2794984100668705,1.344246954366314,1.0
