,symbol,window,R_s,R_m,beta,sys_ret,alpha
0,ACI,21,0.2569321318420723,0.03747909876103428,0.8908357951638273,0.03338772274680959,0.2235444090952627
1,ADANIENT,21,0.6185203376127886,0.03747909876103428,0.42547888824362257,0.0159465652732178,0.6025737723395708
2,ADANIPORTS,21,0.3143127624671269,0.03747909876103428,1.2487627878246763,0.04680250385398554,0.26751025861314137
3,AEROFLEX,21,0.2175365266895275,0.03747909876103428,2.265096002123794,0.08489375676682158,0.1326427699227059
4,AETHER,21,-0.04346714383240524,0.03747909876103428,-0.08378466224441597,-0.003140173630918366,-0.04032697020148687
5,AVALON,21,0.8217096958131531,0.03747909876103428,1.2192846464503149,0.045697689682124114,0.776012006131029
6,AXISBANK,21,0.4467991311818027,0.03747909876103428,0.7202573748505051,0.02699459728538537,0.4198045338964173
7,BAJFINANCE,21,0.6528275557298961,0.03747909876103428,1.6116945524810282,0.0604048593050574,0.5924226964248387
8,BANDHANBNK,21,-0.24579551321087934,0.03747909876103428,1.6429283143088345,0.06157547254928038,-0.3073709857601597
9,BHEL,21,0.4981957484752071,0.03747909876103428,1.76466806570721,0.06613816871508385,0.43205757976012327
10,CASTROLIND,21,-0.07887081187273282,0.03747909876103428,1.1525034632328879,0.04319479112093944,-0.12206560299367225
11,CDSL,21,0.011394304264693567,0.03747909876103428,2.386166525299986,0.08943137086199218,-0.07803706659729862
12,CLEAN,21,-0.17782528024950928,0.03747909876103428,1.3461352504582216,0.0504519359976333,-0.2282772162471426
13,COALINDIA,21,0.21100281047422698,0.03747909876103428,0.7402184337956319,0.027742719784964603,0.18326009068926238
14,COCHINSHIP,21,0.6311092999774255,0.03747909876103428,2.203554720636838,0.08258724500009136,0.5485220549773341
15,DATAPATTNS,21,0.3767648808325479,0.03747909876103428,3.451327613116037,0.12935264846866065,0.24741223236388724
16,DCXINDIA,21,-0.08297149701374984,0.03747909876103428,2.4301692819852576,0.09108055452555723,-0.17405205153930708
17,DMART,21,-0.14919170248745495,0.03747909876103428,0.9008898327718367,0.033764539015267325,-0.18295624150272227
18,FEDERALBNK,21,-0.017257524504519672,0.03747909876103428,1.079954842355243,0.040475734194089355,-0.05773325869860903
19,HAL,21,0.3902521509575383,0.03747909876103428,2.0674489415890087,0.07748612306521024,0.31276602789232805
20,HAPPSTMNDS,21,-0.305404837016515,0.03747909876103428,1.861732154649108,0.06977604329068705,-0.37518088030720204
21,HDFCBANK,21,-1.4835135779042297,0.03747909876103428,6.1532379834536,0.2306178140820049,-1.7141313919862347
22,HFCL,21,0.1909381605629088,0.03747909876103428,2.084878948382914,0.07813938401124453,0.11279877655166427
23,IDFCFIRSTB,21,0.055163155932715924,0.03747909876103428,1.1444261704194993,0.04289206146586466,0.012271094466851262
24,IEX,21,-0.04964520328698363,0.03747909876103428,2.2250501718967177,0.08339287514077338,-0.133038078427757
25,INDIGO,21,-0.21565351050631065,0.03747909876103428,0.9791100497668075,0.03669616225313137,-0.25234967275944203
26,INOXINDIA,21,0.2586986460292646,0.03747909876103428,1.7132196157977122,0.06420992717982366,0.19448871884944097
27,IRCTC,21,0.0006250849741338271,0.03747909876103428,1.481328773909081,0.055518867414900266,-0.05489378244076644
28,IREDA,21,0.22226580587035372,0.03747909876103428,2.667167812072394,0.09996304584091296,0.12230276002944075
29,IRFC,21,0.13009569676358446,0.03747909876103428,2.032316392454475,0.07616938678647017,0.053926309977114284
30,JIOFIN,21,-0.21745251695886036,0.03747909876103428,1.7140504011440296,0.06424106426586751,-0.2816935812247279
31,KELLTONTEC,21,-0.21994542952882856,0.03747909876103428,2.686502125355545,0.10068767847792896,-0.32063310800675754
32,KOTAKBANK,21,0.11950940494586071,0.03747909876103428,1.0457560950642395,0.03919399596686619,0.08031540897899453
33,LATENTVIEW,21,-0.18135858401246718,0.03747909876103428,1.1095767719991894,0.041585937420707236,-0.22294452143317442
34,MANINDS,21,0.4376128550043905,0.03747909876103428,2.091672811020732,0.0783940118600162,0.3592188431443743
35,MAZDOCK,21,0.3624455900938113,0.03747909876103428,2.791316343107403,0.1046160208966114,0.2578295691971999
36,MCX,21,0.1855493228647287,0.03747909876103428,0.9365829168614972,0.03510228363894961,0.15044703922577907
37,MTARTECH,21,1.3128055998386827,0.03747909876103428,2.131365458431094,0.07988165651239608,1.2329239433262866
38,NEWGEN,21,-0.03733618365926361,0.03747909876103428,0.6278499093264968,0.02353124875875419,-0.0608674324180178
39,PPL,21,-0.21669395310918116,0.03747909876103428,1.0283453529872608,0.03854145704506021,-0.25523541015424134
40,PREMIERENE,21,0.13199970466576794,0.03747909876103428,0.9507869736085695,0.03563463888458047,0.09636506578118748
41,PRINCEPIPE,21,0.018580701003656053,0.03747909876103428,1.1423675570911491,0.042814906493620644,-0.02423420548996459
42,RAILTEL,21,0.48243743570608544,0.03747909876103428,3.3491030535986757,0.12552136410670625,0.3569160715993792
43,RTNPOWER,21,-0.1874044896477396,0.03747909876103428,1.298712498028521,0.048674573975800474,-0.23607906362354006
44,RVNL,21,0.4915795782801551,0.03747909876103428,2.7135261570495017,0.10170051483070809,0.389879063449447
45,SBICARD,21,0.3712092844502717,0.03747909876103428,1.822732017911464,0.06831435331420306,0.30289493113606863
46,SBIN,21,0.33546077761581294,0.03747909876103428,0.6232249985916822,0.02335791127256311,0.31210286634324985
47,SONACOMS,21,-0.4362300400060217,0.03747909876103428,0.9277074309270962,0.034769638425062026,-0.47099967843108376
48,SPANDANA,21,0.1503434306350222,0.03747909876103428,1.5972630159943666,0.05986397832380034,0.09047945231122187
49,SWIGGY,21,0.08332521099790746,0.03747909876103428,1.8674460949749843,0.06999019662447524,0.013335014373432222
50,SYNGENE,21,-0.14592130943726112,0.03747909876103428,2.131901666684609,0.07990175311448604,-0.22582306255174717
