,symbol,window,R_s,R_m,beta,sys_ret,alpha
51,TATACONSUM,21,0.037578962378759684,-0.03745870175799482,0.8088407202456575,-0.0302981233094038,0.06787708568816349
52,TATAELXSI,21,-3.0056996328651557,-0.03745870175799482,1.2979044606559336,-0.04861781610208173,-2.957081816763074
53,TATAPOWER,21,-0.5652480075738033,-0.03745870175799482,1.2216025637791652,-0.04575964610340559,-0.5194883614703978
54,UJJIVANSFB,21,-1.1943619958396954,-0.03745870175799482,0.7740415414913877,-0.028994591251024462,-1.1653674045886708
55,VBL,21,0.15758667100952461,-0.03745870175799482,0.8122932081622688,-0.030427449024595227,0.18801412003411985
56,VINCOFE,21,4.479812260713993,-0.03745870175799482,1.5578673616666991,-0.05835568887918713,4.538167949593181
57,WAAREERTL,21,1.0303634971103843,-0.03745870175799482,1.6963510459635092,-0.06354310790760964,1.093906605017994
58,WHIRLPOOL,21,-0.1549598220766537,-0.03745870175799482,2.200754988810578,-0.08243742476827466,-0.07252239730837905
59,ZOMATO,21,5.456390334543108,-0.03745870175799482,1.4441159510849984,-0.054094708715655984,5.510485043258764
60,ACI,63,6.2744868657049695,1.4336290566252998,0.7765882528985049,1.1133394843891733,5.161147381315796
61,ADANIENT,63,-0.15913730001387894,1.4336290566252998,1.647266698241078,2.361569402609629,-2.520706702623508
62,ADANIPORTS,63,2.8181754078514967,1.4336290566252998,2.345037021688438,3.3619132131545983,-0.5437378053031017
63,AEROFLEX,63,5.632624282666223,1.4336290566252998,1.3340600370610287,1.912547232413315,3.7200770502529075
64,AETHER,63,-2.1910735883782637,1.4336290566252998,-0.136802142617803,-0.19612352666548064,-1.994950061712783
65,AVALON,63,3.5037440103495463,1.4336290566252998,0.1289805151114502,0.18491021420227358,3.3188337961472727
66,AXISBANK,63,-4.114595596810186,1.4336290566252998,1.5692374462783496,2.249704399729125,-6.3642999965393106
67,BAJFINANCE,63,-118.52406060274684,1.4336290566252998,-5.542821323054211,-7.946349704412805,-110.57771089833403
68,BANDHANBNK,63,1.2635137639258387,1.4336290566252998,2.1838300646431152,3.130802235404277,-1.8672884714784383
69,BHEL,63,-1.2048907561690196,1.4336290566252998,2.9435163477712667,4.219910564816469,-5.424801320985488
70,CASTROLIND,63,0.8314486690510243,1.4336290566252998,1.366829094524504,1.9595259053511775,-1.1280772363001532
71,CDSL,63,6.360673057599996,1.4336290566252998,3.853516331406003,5.524512982883774,0.8361600747162221
72,CLEAN,63,-3.6953236366228266,1.4336290566252998,3.6798726938315003,5.275572418558855,-8.970896055181681
73,COALINDIA,63,-1.4459016094212283,1.4336290566252998,0.17670196697471502,0.2533250742177956,-1.699226683639024
74,COCHINSHIP,63,1.4833667940772068,1.4336290566252998,4.6379380111417525,6.64908269559977,-5.165715901522563
75,DATAPATTNS,63,5.99278440305529,1.4336290566252998,5.82160584086936,8.346023289689876,-2.3532388866345864
76,DCXINDIA,63,-4.294182709860706,1.4336290566252998,3.2498105980531578,4.65902290189785,-8.953205611758555
77,DMART,63,3.739549961875568,1.4336290566252998,-0.7392443019826046,-1.0598021112669498,4.799352073142518
78,FEDERALBNK,63,0.24909799151827716,1.4336290566252998,1.4304653830610876,2.0507567376530154,-1.8016587461347382
79,HAL,63,-0.1507110657741535,1.4336290566252998,2.320009663962746,3.32603326590849,-3.4767443316826436
80,HAPPSTMNDS,63,-0.7128362473157592,1.4336290566252998,1.6318328661315284,2.3394430124423025,-3.0522792597580617
81,HDFCBANK,63,-14.919969343022899,1.4336290566252998,5.125724849728511,7.348388080837141,-22.26835742386004
82,HFCL,63,-6.154575624911835,1.4336290566252998,2.173473469424365,3.1159547195709703,-9.270530344482804
83,IDFCFIRSTB,63,4.666469186917549,1.4336290566252998,2.3633890910681763,3.388223273066594,1.278245913850955
84,IEX,63,-13.104133910710164,1.4336290566252998,4.239032915556195,6.077200759732422,-19.181334670442588
85,INDIGO,63,4.947939857098502,1.4336290566252998,0.8296955464631877,1.1894756435622325,3.7584642135362696
86,INOXINDIA,63,4.541224310170134,1.4336290566252998,2.2697179273746833,3.253933571027698,1.2872907391424357
87,IRCTC,63,-2.1698512801376344,1.4336290566252998,1.4210620075312066,2.0372757852630183,-4.207127065400653
88,IREDA,63,-6.48015892164146,1.4336290566252998,1.8179723243754131,2.606297948365227,-9.086456870006687
89,IRFC,63,-1.9716677907434468,1.4336290566252998,1.8158799155149232,2.6032982102244886,-4.574966000967935
90,JIOFIN,63,10.895884010230802,1.4336290566252998,2.588786294968414,3.7113592538600724,7.184524756370729
91,KELLTONTEC,63,-64.07300635262592,1.4336290566252998,17.024195100008424,24.406380761030128,-88.47938711365606
92,KOTAKBANK,63,-2.68648595113343,1.4336290566252998,0.9742348421046514,1.3966913776179892,-4.083177328751419
93,LATENTVIEW,63,2.771934404463762,1.4336290566252998,1.5963197725669545,2.288530409617476,0.4834039948462858
94,MANINDS,63,16.068162063230336,1.4336290566252998,2.9448809546523753,4.221866904892098,11.846295158338238
95,MAZDOCK,63,-3.6762882202085025,1.4336290566252998,3.9539879993549154,5.668552085422944,-9.344840305631447
96,MCX,63,13.20195338070461,1.4336290566252998,3.5912621999048766,5.148537839743727,8.053415540960884
97,MTARTECH,63,1.2767563614093937,1.4336290566252998,1.9311193039701648,2.768508745981653,-1.4917523845722593
98,NEWGEN,63,-10.993634191360062,1.4336290566252998,4.274303912444815,6.127766285728088,-17.12140047708815
99,PPL,63,-10.940110307250972,1.4336290566252998,1.9453270828068472,2.7888774305520267,-13.728987737803
100,PREMIERENE,63,2.2607974744112447,1.4336290566252998,1.9751876758339315,2.8316864443637177,-0.5708889699524731
101,PRINCEPIPE,63,8.688874215647171,1.4336290566252998,3.414041539631079,4.89446915174089,3.7944050639062814
102,RAILTEL,63,3.0758641445168733,1.4336290566252998,4.1087996439047325,5.8904945573535095,-2.814630412836636
103,RTNPOWER,63,9.422327111443082,1.4336290566252998,4.229577671458985,6.063645447057177,3.3586816643859043
104,RVNL,63,-5.310482144409154,1.4336290566252998,2.631209589695823,3.772178521859065,-9.08266066626822
105,SBICARD,63,-4.5539486069986035,1.4336290566252998,1.8602329954800338,2.6668840744132964,-7.2208326814119
106,SBIN,63,2.120624465130204,1.4336290566252998,0.2836078043061873,0.40658838893905197,1.714036076191152
107,SONACOMS,63,-5.5252596590953935,1.4336290566252998,2.106734364167474,3.020275599061516,-8.54553525815691
108,SPANDANA,63,-2.050292224048736,1.4336290566252998,2.5382263372706944,3.6388750294028758,-5.689167253451611
109,SWIGGY,63,11.688366944181544,1.4336290566252998,-0.34925110873090087,-0.5006965375352215,12.189063481716765
110,SYNGENE,63,-0.15103724196619783,1.4336290566252998,-1.0669226623073265,-1.5295713298558058,1.378534087889608
111,TATACONSUM,63,-1.4685972823036826,1.4336290566252998,0.533058973039707,0.7642088326445662,-2.2328061149482488
112,TATAELXSI,63,-0.9279275229812658,1.4336290566252998,3.1817597005604514,4.561463157922876,-5.489390680904142
113,TATAPOWER,63,0.30438070655007543,1.4336290566252998,1.1140716756860698,1.5971655254267871,-1.2927848188767117
114,UJJIVANSFB,63,2.522346595635517,1.4336290566252998,2.8525692264181495,4.089526129028213,-1.5671795333926961
115,VBL,63,-2.1568180577447533,1.4336290566252998,-1.53348806461236,-2.1984530474163746,0.04163498967162127
116,VINCOFE,63,20.531141378460127,1.4336290566252998,1.2069150644036166,1.73026850520782,18.800872873252306
117,WAAREERTL,63,2.67744717243471,1.4336290566252998,0.5832241476421198,0.8361270845852669,1.8413200878494431
118,WHIRLPOOL,63,5.423348383456106,1.4336290566252998,2.475684675775577,3.549213486233852,1.874134897222254
119,ZOMATO,63,16.11608402557622,1.4336290566252998,-0.45298725071277857,-0.6494156849026489,16.76549971047887
