DATE,SERIES,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,52W H,52W L,VOLUME,VALUE,NO OF TRADES,SYMBOL
2020-12-01,EQ,2200.0,2226.0,2162.0,2183.3,2180.05,2180.6,2197.91,2555.0,1343.8,33345,73289471.9,4796,WHIRLPOOL
2020-12-02,EQ,2198.85,2199.8,2125.55,2180.6,2166.0,2161.2,2162.51,2555.0,1343.8,51646,111684983.4,5202,WHIRLPOOL
2020-12-03,EQ,2146.0,2180.0,2121.6,2161.2,2147.0,2148.55,2145.49,2555.0,1343.8,34064,73083933.0,5663,WHIRLPOOL
2020-12-04,EQ,2157.8,2168.35,2121.05,2148.55,2135.0,2132.3,2134.95,2555.0,1343.8,67458,144019120.75,10570,WHIRLPOOL
2020-12-07,EQ,2135.35,2173.75,2126.5,2132.3,2145.0,2142.75,2151.37,2555.0,1343.8,45087,96998633.35,4568,WHIRLPOOL
2020-12-08,EQ,2155.0,2180.0,2120.0,2142.75,2128.0,2125.55,2145.42,2555.0,1343.8,54384,116676343.65,5850,WHIRLPOOL
2020-12-09,EQ,2138.8,2145.0,2116.05,2125.55,2119.8,2119.65,2124.73,2555.0,1343.8,43540,92510858.05,4815,WHIRLPOOL
2020-12-10,EQ,2115.0,2129.35,2074.0,2119.65,2099.95,2099.8,2103.66,2555.0,1343.8,42471,89344708.0,6237,WHIRLPOOL
2020-12-11,EQ,2095.0,2122.15,2072.0,2099.8,2088.0,2084.6,2090.64,2555.0,1343.8,90378,188948222.55,11161,WHIRLPOOL
2020-12-14,EQ,2110.0,2124.0,2090.95,2084.6,2095.45,2095.1,2106.29,2555.0,1343.8,81747,172183267.1,11399,WHIRLPOOL
2020-12-15,EQ,2094.0,2167.7,2087.0,2095.1,2166.0,2159.4,2133.72,2555.0,1343.8,155090,330918156.3,10145,WHIRLPOOL
2020-12-16,EQ,2174.8,2205.4,2138.55,2159.4,2177.7,2183.6,2169.28,2555.0,1343.8,149021,323268526.65,8528,WHIRLPOOL
2020-12-17,EQ,2196.0,2205.0,2165.1,2183.6,2196.0,2189.75,2184.3,2555.0,1343.8,120353,262886722.1,25257,WHIRLPOOL
2020-12-18,EQ,2199.4,2330.25,2160.1,2189.75,2253.95,2260.95,2270.39,2555.0,1343.8,380191,863180216.7,51863,WHIRLPOOL
2020-12-21,EQ,2270.0,2299.9,2110.0,2260.95,2170.0,2171.15,2221.86,2555.0,1343.8,129808,288415586.85,19637,WHIRLPOOL
