,SBIN,HDFCBANK,BAJFINANCE,NEWGEN,IRCTC,AEROFLEX,NIFTY50
full_sample,1.0070654580076175,1.345811986244081,-0.2176665633715091,1.333443012516539,1.263573010902476,1.8627807326956545,1.0
