symbol,rows,start,end
SBIN,241,2024-10-10,2025-09-26
HDFCBANK,241,2024-10-10,2025-09-26
BAJFINANCE,241,2024-10-10,2025-09-26
NEWGEN,241,2024-10-10,2025-09-26
IRCTC,241,2024-10-10,2025-09-26
AEROFLEX,241,2024-10-10,2025-09-26
